asct_label,phenotype_label,gene_label,gene_expr,publication_count,asct,phenotype,gene
nephron tubule,Renal cyst,PKHD1,2.7396202,100,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/9016
nephron,Renal insufficiency,PKHD1,2.7396202,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/9016
nephron,Polycystic kidney dysplasia,PKHD1,2.7396202,41,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/9016
nephron,Renal cyst,PKHD1,2.7396202,30,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/9016
kidney,Acute kidney injury,SPP1,2.7381952,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Renal insufficiency,SPP1,2.7381952,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/11255
kidney,Nephrotic syndrome,SPP1,2.7381952,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/11255
kidney,Nephritis,SPP1,2.7381952,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.7381952,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Nephritis,SPP1,2.7381952,266,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/11255
nephron tubule,Nephrotic syndrome,SPP1,2.7381952,264,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/11255
nephron tubule,Renal insufficiency,SPP1,2.7381952,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.7381952,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
renal medulla,Acute kidney injury,SPP1,2.7381952,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Renal insufficiency,SPP1,2.7381952,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/11255
nephron,Nephrotic syndrome,SPP1,2.7381952,29,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/11255
nephron,Nephritis,SPP1,2.7381952,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/11255
renal medulla,Nephritis,SPP1,2.7381952,20,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/11255
renal medulla,Nephrotic syndrome,SPP1,2.7381952,18,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/11255
renal medulla,Renal insufficiency,SPP1,2.7381952,14,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/11255
kidney,Renal insufficiency,SAT1,2.737031,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/10540
kidney,Nephrotic syndrome,SAT1,2.737031,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/10540
kidney,Nephritis,SAT1,2.737031,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/10540
kidney,Acute kidney injury,MT-CO3,2.736994,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7422
kidney,Renal insufficiency,MT-CO3,2.736994,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Focal segmental glomerulosclerosis,MT-CO3,2.736994,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephropathy,MT-CO3,2.736994,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7422
kidney,Nephrocalcinosis,ATP1A1,2.7365742,472,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/799
nephron tubule,Nephrocalcinosis,ATP1A1,2.7365742,109,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/799
proximal tubule,Nephrocalcinosis,ATP1A1,2.7365742,24,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/799
nephron,Nephrocalcinosis,ATP1A1,2.7365742,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/799
kidney,Acute kidney injury,PKHD1,2.734166,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/9016
kidney,Renal insufficiency,PKHD1,2.734166,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/9016
kidney,Polycystic kidney dysplasia,PKHD1,2.734166,1764,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/9016
kidney,Renal cyst,PKHD1,2.734166,1762,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/9016
nephron tubule,Acute kidney injury,PKHD1,2.734166,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/9016
nephron tubule,Renal insufficiency,PKHD1,2.734166,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/9016
nephron tubule,Polycystic kidney dysplasia,PKHD1,2.734166,164,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/9016
nephron,Acute kidney injury,PKHD1,2.734166,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/9016
nephron tubule,Renal cyst,PKHD1,2.734166,100,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/9016
nephron,Renal insufficiency,PKHD1,2.734166,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/9016
nephron,Polycystic kidney dysplasia,PKHD1,2.734166,41,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/9016
nephron,Renal cyst,PKHD1,2.734166,30,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/9016
kidney,Acute kidney injury,B2M,2.7331233,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Chronic kidney disease,B2M,2.7331233,6355,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,2.7306287,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Chronic kidney disease,B2M,2.7306287,6355,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/914
kidney,Renal insufficiency,HSD11B2,2.7297611,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/5209
kidney,Nephrocalcinosis,HSD11B2,2.7297611,472,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/5209
nephron tubule,Renal insufficiency,HSD11B2,2.7297611,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/5209
nephron tubule,Nephrocalcinosis,HSD11B2,2.7297611,109,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/5209
nephron,Renal insufficiency,HSD11B2,2.7297611,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/5209
nephron,Nephrocalcinosis,HSD11B2,2.7297611,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/5209
kidney,Nephrotic syndrome,IL2RG,2.7294126,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/6010
kidney,Polycystic kidney dysplasia,SHANK3,2.7291667,1764,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/14294
renal glomerulus,Polycystic kidney dysplasia,SHANK3,2.7291667,102,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/14294
nephron,Polycystic kidney dysplasia,SHANK3,2.7291667,41,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/14294
kidney,Nephritis,CD151,2.7255259,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/1630
renal glomerulus,Nephritis,CD151,2.7255259,875,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/1630
cortex of kidney,Nephritis,CD151,2.7255259,51,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/1630
nephron,Nephritis,CD151,2.7255259,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/1630
kidney,Nephrocalcinosis,SLC12A1,2.7253838,472,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/10910
kidney,Hydronephrosis,ACTG1,2.7236636,2780,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000126,http://identifiers.org/hgnc/144
kidney,Hydronephrosis,SETBP1,2.723598,2780,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000126,http://identifiers.org/hgnc/15573
kidney,Renal cyst,SETBP1,2.723598,1762,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/15573
kidney,Nephroblastoma,SETBP1,2.723598,1145,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0002667,http://identifiers.org/hgnc/15573
kidney,Nephrolithiasis,SETBP1,2.723598,478,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000787,http://identifiers.org/hgnc/15573
kidney,Renal insufficiency,GSN,2.7234087,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/4620
kidney,Nephrotic syndrome,GSN,2.7234087,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/4620
kidney,Polycystic kidney dysplasia,GLIS3,2.7233474,1764,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000113,http://identifiers.org/hgnc/28510
kidney,Renal cyst,GLIS3,2.7233474,1762,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000107,http://identifiers.org/hgnc/28510
kidney,Renal insufficiency,SAT1,2.7222223,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/10540
kidney,Nephrotic syndrome,SAT1,2.7222223,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/10540
kidney,Nephritis,SAT1,2.7222223,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/10540
kidney,Renal insufficiency,LHX1,2.7207801,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/6593
kidney,Multicystic kidney dysplasia,LHX1,2.7207801,191,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000003,http://identifiers.org/hgnc/6593
nephron tubule,Renal insufficiency,LHX1,2.7207801,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/6593
nephron,Renal insufficiency,LHX1,2.7207801,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/6593
nephron tubule,Multicystic kidney dysplasia,LHX1,2.7207801,3,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000003,http://identifiers.org/hgnc/6593
nephron,Multicystic kidney dysplasia,LHX1,2.7207801,1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000003,http://identifiers.org/hgnc/6593
kidney,Renal neoplasm,EPCAM,2.7203526,10025,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0009726,http://identifiers.org/hgnc/11529
nephron,Renal neoplasm,EPCAM,2.7203526,630,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0009726,http://identifiers.org/hgnc/11529
nephron tubule,Renal neoplasm,EPCAM,2.7203526,369,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0009726,http://identifiers.org/hgnc/11529
kidney,Nephrocalcinosis,ATP6V0A4,2.7188437,472,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/866
kidney,Distal renal tubular acidosis,ATP6V0A4,2.7188437,397,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0008341,http://identifiers.org/hgnc/866
nephron tubule,Distal renal tubular acidosis,ATP6V0A4,2.7188437,265,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0008341,http://identifiers.org/hgnc/866
nephron tubule,Nephrocalcinosis,ATP6V0A4,2.7188437,109,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/866
nephron,Distal renal tubular acidosis,ATP6V0A4,2.7188437,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0008341,http://identifiers.org/hgnc/866
nephron,Nephrocalcinosis,ATP6V0A4,2.7188437,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000121,http://identifiers.org/hgnc/866
kidney,Renal insufficiency,FN1,2.715743,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/3778
kidney,Nephrotic syndrome,FN1,2.715743,2546,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000100,http://identifiers.org/hgnc/3778
kidney,Chronic kidney disease,MT-ATP8,2.7146454,6355,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/7415
kidney,Renal tubular acidosis,MT-ATP8,2.7146454,397,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001947,http://identifiers.org/hgnc/7415
cortex of kidney,Chronic kidney disease,MT-ATP8,2.7146454,59,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/7415
collecting duct of renal tubule,Renal tubular acidosis,MT-ATP8,2.7146454,52,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001947,http://identifiers.org/hgnc/7415
cortex of kidney,Renal tubular acidosis,MT-ATP8,2.7146454,19,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001947,http://identifiers.org/hgnc/7415
collecting duct of renal tubule,Chronic kidney disease,MT-ATP8,2.7146454,11,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/7415
kidney,Acute kidney injury,IGFBP7,2.7142859,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,2.7142859,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,2.7142859,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Nephropathy,MT-ND1,2.7141633,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Focal segmental glomerulosclerosis,MT-ND1,2.7141633,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,645,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,266,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Focal segmental glomerulosclerosis,MT-ND1,2.7141633,154,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,145,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,144,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,136,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,131,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,69,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,56,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Focal segmental glomerulosclerosis,MT-ND1,2.7141633,44,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,43,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Focal segmental glomerulosclerosis,MT-ND1,2.7141633,35,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,28,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,25,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron tubule,Nephropathy,MT-ND1,2.7141633,16,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,16,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,16,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Nephropathy,MT-ND1,2.7141633,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,8,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,8,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,7,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
proximal tubule,Nephropathy,MT-ND1,2.7141633,5,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
nephron,Nephropathy,MT-ND1,2.7141633,1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7455
kidney,Chronic kidney disease,GATM,2.7123752,6355,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/4175
kidney,Renal insufficiency,GATM,2.7123752,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/4175
kidney,Proximal renal tubular acidosis,GATM,2.7123752,397,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0002049,http://identifiers.org/hgnc/4175
nephron tubule,Chronic kidney disease,GATM,2.7123752,335,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0012622,http://identifiers.org/hgnc/4175
nephron tubule,Proximal renal tubular acidosis,GATM,2.7123752,265,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0002049,http://identifiers.org/hgnc/4175
