mean_gene_expr,gene,ct,as,phenotype,gene_label,ct_label,as_label,phenotype_label,num_sources
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0001967,LAMB2,podocyte,renal glomerulus,Diffuse mesangial sclerosis,1
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0003774,LAMB2,podocyte,renal glomerulus,Stage 5 chronic kidney disease,1
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0004719,LAMB2,podocyte,renal glomerulus,Hyperechogenic kidneys,1
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0008677,LAMB2,podocyte,renal glomerulus,Congenital nephrotic syndrome,1
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0031266,LAMB2,podocyte,renal glomerulus,Podocyte foot process effacement,1
2.1096773,http://identifiers.org/hgnc/6487,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0032582,LAMB2,podocyte,renal glomerulus,Renal interstitial foam cells,1
1.957267,http://identifiers.org/hgnc/1455,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000083,CALR,podocyte,renal glomerulus,Renal insufficiency,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000083,LMX1B,podocyte,renal glomerulus,Renal insufficiency,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000123,LMX1B,podocyte,renal glomerulus,Nephritis,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000097,LMX1B,podocyte,renal glomerulus,Focal segmental glomerulosclerosis,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000099,LMX1B,podocyte,renal glomerulus,Glomerulonephritis,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000100,LMX1B,podocyte,renal glomerulus,Nephrotic syndrome,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000790,LMX1B,podocyte,renal glomerulus,Hematuria,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0002907,LMX1B,podocyte,renal glomerulus,Microscopic hematuria,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0003774,LMX1B,podocyte,renal glomerulus,Stage 5 chronic kidney disease,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0004722,LMX1B,podocyte,renal glomerulus,Thickened glomerular basement membrane,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0012579,LMX1B,podocyte,renal glomerulus,Minimal change glomerulonephritis,1
1.8352425,http://identifiers.org/hgnc/6654,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0100820,LMX1B,podocyte,renal glomerulus,Glomerulopathy,1
1.7526134,http://identifiers.org/hgnc/29426,http://purl.obolibrary.org/obo/CL_0000653,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0000085,CCBE1,podocyte,renal glomerulus,Horseshoe kidney,1
