mean_gene_expr,gene,ct,as,phenotype,gene_label,ct_label,as_label,phenotype_label,num_sources
1.9763916,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000790,HLA-B,kidney connecting tubule principal cell,renal column,Hematuria,1
1.9763916,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001920,HLA-B,kidney connecting tubule principal cell,renal column,Renal artery stenosis,1
1.9763916,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0100820,HLA-B,kidney connecting tubule principal cell,renal column,Glomerulopathy,1
1.837472,http://identifiers.org/hgnc/10449,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000089,RREB1,kidney connecting tubule principal cell,renal column,Renal hypoplasia,1
1.837472,http://identifiers.org/hgnc/10449,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000113,RREB1,kidney connecting tubule principal cell,renal column,Polycystic kidney dysplasia,1
1.837472,http://identifiers.org/hgnc/10449,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0005562,RREB1,kidney connecting tubule principal cell,renal column,Multiple renal cysts,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,GATA3,kidney connecting tubule principal cell,renal column,Renal insufficiency,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000110,GATA3,kidney connecting tubule principal cell,renal column,Renal dysplasia,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000113,GATA3,kidney connecting tubule principal cell,renal column,Polycystic kidney dysplasia,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000122,GATA3,kidney connecting tubule principal cell,renal column,Unilateral renal agenesis,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0008718,GATA3,kidney connecting tubule principal cell,renal column,Unilateral renal dysplasia,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000100,GATA3,kidney connecting tubule principal cell,renal column,Nephrotic syndrome,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,GATA3,kidney connecting tubule principal cell,renal column,Nephrocalcinosis,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,GATA3,kidney connecting tubule principal cell,renal column,Hydronephrosis,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000790,GATA3,kidney connecting tubule principal cell,renal column,Hematuria,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0002049,GATA3,kidney connecting tubule principal cell,renal column,Proximal renal tubular acidosis,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0004722,GATA3,kidney connecting tubule principal cell,renal column,Thickened glomerular basement membrane,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0008341,GATA3,kidney connecting tubule principal cell,renal column,Distal renal tubular acidosis,1
1.6364068,http://identifiers.org/hgnc/4172,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012622,GATA3,kidney connecting tubule principal cell,renal column,Chronic kidney disease,1
1.5996755,http://identifiers.org/hgnc/634,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,AQP2,kidney connecting tubule principal cell,renal column,Renal insufficiency,1
1.5996755,http://identifiers.org/hgnc/634,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000103,AQP2,kidney connecting tubule principal cell,renal column,Polyuria,1
1.5651243,http://identifiers.org/hgnc/1373,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,CA2,kidney connecting tubule principal cell,renal column,Hydronephrosis,1
1.5651243,http://identifiers.org/hgnc/1373,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000787,CA2,kidney connecting tubule principal cell,renal column,Nephrolithiasis,1
1.5651243,http://identifiers.org/hgnc/1373,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001947,CA2,kidney connecting tubule principal cell,renal column,Renal tubular acidosis,1
1.5651243,http://identifiers.org/hgnc/1373,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0002049,CA2,kidney connecting tubule principal cell,renal column,Proximal renal tubular acidosis,1
1.5651243,http://identifiers.org/hgnc/1373,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0008341,CA2,kidney connecting tubule principal cell,renal column,Distal renal tubular acidosis,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,CLCNKB,kidney connecting tubule principal cell,renal column,Renal insufficiency,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000097,CLCNKB,kidney connecting tubule principal cell,renal column,Focal segmental glomerulosclerosis,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000103,CLCNKB,kidney connecting tubule principal cell,renal column,Polyuria,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,CLCNKB,kidney connecting tubule principal cell,renal column,Nephrocalcinosis,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001919,CLCNKB,kidney connecting tubule principal cell,renal column,Acute kidney injury,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001947,CLCNKB,kidney connecting tubule principal cell,renal column,Renal tubular acidosis,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001970,CLCNKB,kidney connecting tubule principal cell,renal column,Tubulointerstitial nephritis,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001994,CLCNKB,kidney connecting tubule principal cell,renal column,Renal Fanconi syndrome,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0003774,CLCNKB,kidney connecting tubule principal cell,renal column,Stage 5 chronic kidney disease,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0004727,CLCNKB,kidney connecting tubule principal cell,renal column,Impaired renal concentrating ability,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0005579,CLCNKB,kidney connecting tubule principal cell,renal column,Impaired renal tubular reabsorption of chloride,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012213,CLCNKB,kidney connecting tubule principal cell,renal column,Decreased glomerular filtration rate,1
1.5148563,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012622,CLCNKB,kidney connecting tubule principal cell,renal column,Chronic kidney disease,1
1.4848485,http://identifiers.org/hgnc/145,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000003,ACTG2,kidney connecting tubule principal cell,renal column,Multicystic kidney dysplasia,1
1.4848485,http://identifiers.org/hgnc/145,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,ACTG2,kidney connecting tubule principal cell,renal column,Hydronephrosis,1
1.4504783,http://identifiers.org/hgnc/11742,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000104,TFAP2A,kidney connecting tubule principal cell,renal column,Renal agenesis,1
1.4504783,http://identifiers.org/hgnc/11742,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000107,TFAP2A,kidney connecting tubule principal cell,renal column,Renal cyst,1
1.4504783,http://identifiers.org/hgnc/11742,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000003,TFAP2A,kidney connecting tubule principal cell,renal column,Multicystic kidney dysplasia,1
1.4504783,http://identifiers.org/hgnc/11742,http://purl.obolibrary.org/obo/CL_4030018,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,TFAP2A,kidney connecting tubule principal cell,renal column,Hydronephrosis,1
4.0067263,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,HLA-B,kidney connecting tubule alpha-intercalated cell,renal column,Renal insufficiency,1
4.0067263,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000099,HLA-B,kidney connecting tubule alpha-intercalated cell,renal column,Glomerulonephritis,1
4.0067263,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000790,HLA-B,kidney connecting tubule alpha-intercalated cell,renal column,Hematuria,1
4.0067263,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001920,HLA-B,kidney connecting tubule alpha-intercalated cell,renal column,Renal artery stenosis,1
4.0067263,http://identifiers.org/hgnc/4932,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0100820,HLA-B,kidney connecting tubule alpha-intercalated cell,renal column,Glomerulopathy,1
3.2425053,http://identifiers.org/hgnc/799,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000103,ATP1A1,kidney connecting tubule alpha-intercalated cell,renal column,Polyuria,1
3.2425053,http://identifiers.org/hgnc/799,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,ATP1A1,kidney connecting tubule alpha-intercalated cell,renal column,Nephrocalcinosis,1
3.0453768,http://identifiers.org/hgnc/11255,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,SPP1,kidney connecting tubule alpha-intercalated cell,renal column,Renal insufficiency,1
3.0453768,http://identifiers.org/hgnc/11255,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000123,SPP1,kidney connecting tubule alpha-intercalated cell,renal column,Nephritis,1
3.0453768,http://identifiers.org/hgnc/11255,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000100,SPP1,kidney connecting tubule alpha-intercalated cell,renal column,Nephrotic syndrome,1
3.0453768,http://identifiers.org/hgnc/11255,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000790,SPP1,kidney connecting tubule alpha-intercalated cell,renal column,Hematuria,1
3.0453768,http://identifiers.org/hgnc/11255,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0033726,SPP1,kidney connecting tubule alpha-intercalated cell,renal column,Lupus nephritis,1
2.5188956,http://identifiers.org/hgnc/14000,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000107,PRDM16,kidney connecting tubule alpha-intercalated cell,renal column,Renal cyst,1
2.5188956,http://identifiers.org/hgnc/14000,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,PRDM16,kidney connecting tubule alpha-intercalated cell,renal column,Hydronephrosis,1
2.4887338,http://identifiers.org/hgnc/613,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,APOE,kidney connecting tubule alpha-intercalated cell,renal column,Renal insufficiency,1
2.4887338,http://identifiers.org/hgnc/613,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000799,APOE,kidney connecting tubule alpha-intercalated cell,renal column,Renal steatosis,1
2.4887338,http://identifiers.org/hgnc/613,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012574,APOE,kidney connecting tubule alpha-intercalated cell,renal column,Mesangial hypercellularity,1
2.4887338,http://identifiers.org/hgnc/613,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0100820,APOE,kidney connecting tubule alpha-intercalated cell,renal column,Glomerulopathy,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Renal insufficiency,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000097,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Focal segmental glomerulosclerosis,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000103,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Polyuria,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Nephrocalcinosis,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001919,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Acute kidney injury,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001947,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Renal tubular acidosis,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001970,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Tubulointerstitial nephritis,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0001994,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Renal Fanconi syndrome,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0003774,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Stage 5 chronic kidney disease,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0004727,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Impaired renal concentrating ability,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0005579,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Impaired renal tubular reabsorption of chloride,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012213,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Decreased glomerular filtration rate,1
2.198849,http://identifiers.org/hgnc/2027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012622,CLCNKB,kidney connecting tubule alpha-intercalated cell,renal column,Chronic kidney disease,1
2.0689833,http://identifiers.org/hgnc/10588,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000110,SCN2A,kidney connecting tubule alpha-intercalated cell,renal column,Renal dysplasia,1
1.7693396,http://identifiers.org/hgnc/23399,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000104,FREM1,kidney connecting tubule alpha-intercalated cell,renal column,Renal agenesis,1
1.7693396,http://identifiers.org/hgnc/23399,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000122,FREM1,kidney connecting tubule alpha-intercalated cell,renal column,Unilateral renal agenesis,1
1.6371734,http://identifiers.org/hgnc/5209,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,HSD11B2,kidney connecting tubule alpha-intercalated cell,renal column,Renal insufficiency,1
1.6371734,http://identifiers.org/hgnc/5209,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,HSD11B2,kidney connecting tubule alpha-intercalated cell,renal column,Nephrocalcinosis,1
1.6159741,http://identifiers.org/hgnc/11027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,SLC4A1,kidney connecting tubule alpha-intercalated cell,renal column,Nephrocalcinosis,1
1.6159741,http://identifiers.org/hgnc/11027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000787,SLC4A1,kidney connecting tubule alpha-intercalated cell,renal column,Nephrolithiasis,1
1.6159741,http://identifiers.org/hgnc/11027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0008341,SLC4A1,kidney connecting tubule alpha-intercalated cell,renal column,Distal renal tubular acidosis,1
1.6159741,http://identifiers.org/hgnc/11027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0030036,SLC4A1,kidney connecting tubule alpha-intercalated cell,renal column,Isothenuria,1
1.6159741,http://identifiers.org/hgnc/11027,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0031033,SLC4A1,kidney connecting tubule alpha-intercalated cell,renal column,Impaired urinary acidification,1
1.5147121,http://identifiers.org/hgnc/866,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000121,ATP6V0A4,kidney connecting tubule alpha-intercalated cell,renal column,Nephrocalcinosis,1
1.5147121,http://identifiers.org/hgnc/866,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0008341,ATP6V0A4,kidney connecting tubule alpha-intercalated cell,renal column,Distal renal tubular acidosis,1
1.4479685,http://identifiers.org/hgnc/6142,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000075,ITGA6,kidney connecting tubule alpha-intercalated cell,renal column,Renal duplication,1
1.4479685,http://identifiers.org/hgnc/6142,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000110,ITGA6,kidney connecting tubule alpha-intercalated cell,renal column,Renal dysplasia,1
1.4479685,http://identifiers.org/hgnc/6142,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,ITGA6,kidney connecting tubule alpha-intercalated cell,renal column,Hydronephrosis,1
1.4479685,http://identifiers.org/hgnc/6142,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000790,ITGA6,kidney connecting tubule alpha-intercalated cell,renal column,Hematuria,1
1.3333334,http://identifiers.org/hgnc/132,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,ACTB,kidney connecting tubule alpha-intercalated cell,renal column,Hydronephrosis,1
1.3025634,http://identifiers.org/hgnc/2195,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000075,COL18A1,kidney connecting tubule alpha-intercalated cell,renal column,Renal duplication,1
1.3025634,http://identifiers.org/hgnc/2195,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000081,COL18A1,kidney connecting tubule alpha-intercalated cell,renal column,Duplicated collecting system,1
1.3025634,http://identifiers.org/hgnc/2195,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,COL18A1,kidney connecting tubule alpha-intercalated cell,renal column,Hydronephrosis,1
1.0245918,http://identifiers.org/hgnc/144,http://purl.obolibrary.org/obo/CL_4030020,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,ACTG1,kidney connecting tubule alpha-intercalated cell,renal column,Hydronephrosis,1
5.942677,http://identifiers.org/hgnc/6714,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0012330,LTBP1,renal medullary fibroblast,renal column,Pyelonephritis,1
5.318649,http://identifiers.org/hgnc/145,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000003,ACTG2,renal medullary fibroblast,renal column,Multicystic kidney dysplasia,1
5.318649,http://identifiers.org/hgnc/145,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,ACTG2,renal medullary fibroblast,renal column,Hydronephrosis,1
4.5723066,http://identifiers.org/hgnc/9031,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0005584,PLA2G2A,renal medullary fibroblast,renal column,Renal cell carcinoma,1
3.9628947,http://identifiers.org/hgnc/18374,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000083,HPSE2,renal medullary fibroblast,renal column,Renal insufficiency,1
3.9628947,http://identifiers.org/hgnc/18374,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000126,HPSE2,renal medullary fibroblast,renal column,Hydronephrosis,1
3.4792583,http://identifiers.org/hgnc/14881,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000075,ZEB2,renal medullary fibroblast,renal column,Renal duplication,1
3.4792583,http://identifiers.org/hgnc/14881,http://purl.obolibrary.org/obo/CL_4030022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/HP_0000003,ZEB2,renal medullary fibroblast,renal column,Multicystic kidney dysplasia,1
