subject,predicate,object,category,knowledge_level,agent_type,primary_knowledge_source,gene_expr
HGNC:32035,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.714285612106323
HGNC:3761,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:417,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.25
HGNC:688,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1666666716337204
HGNC:8005,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4000000059604645
HGNC:9957,biolink:expressed_in,CL:0002138,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.19047606736421585
HGNC:49575,biolink:expressed_in,CL:0002201,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.8077621161937714
HGNC:6111,biolink:expressed_in,CL:0002201,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9720612317323685
HGNC:634,biolink:expressed_in,CL:0002201,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5892431922256947
HGNC:866,biolink:expressed_in,CL:0002201,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.462690361908504
HGNC:14026,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.8318824887275695
HGNC:2510,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5675631910562515
HGNC:25361,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0
HGNC:3166,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.333333373069763
HGNC:36127,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.009832605719566345
HGNC:8010,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.8100475006633334
HGNC:8992,biolink:expressed_in,CL:0002573,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.156715512275696
HGNC:10377,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.400000095367432
HGNC:10471,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.7667980380356313
HGNC:1628,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5555555820465088
HGNC:20788,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.5
HGNC:21013,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.429672583937645
HGNC:23479,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.46269393526017666
HGNC:2435,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.9526654211804271
HGNC:26916,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6000000238418579
HGNC:3495,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6609289993842443
HGNC:39898,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0416666679084301
HGNC:4844,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.7500000596046448
HGNC:4944,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1666666865348816
HGNC:6819,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1421568691730499
HGNC:6923,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.821428656578064
HGNC:9991,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.024419366692503292
ENSEMBL:ENSG00000257764.2,biolink:expressed_in,CL:0011031,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3333333432674408
HGNC:11220,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.8125
HGNC:12692,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.2067241126840764
HGNC:24042,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.75
HGNC:24099,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.6825158670544624
HGNC:26183,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.06574731878936291
HGNC:3374,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.54784003056978
HGNC:9177,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01683992147445679
HGNC:9709,biolink:expressed_in,CL:1000412,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.033182424014887295
HGNC:10250,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.32255102694034576
HGNC:11881,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.6519640386104584
HGNC:13517,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.33409003416697186
HGNC:13564,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.21378216848653905
HGNC:14674,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2325513958930969
HGNC:15754,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1785714328289032
HGNC:16438,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.12350423057796434
HGNC:18141,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9406070709228516
HGNC:28245,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.33163046836853
HGNC:2905,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.8762128159403801
HGNC:29944,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.1130407307870114
HGNC:3064,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.09028133004903793
HGNC:4883,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.8263666859039893
HGNC:6722,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1399999856948853
HGNC:10385,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6722222367922465
HGNC:10410,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5833332538604736
HGNC:10411,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.5
HGNC:12022,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.9166667461395264
HGNC:30335,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.04295635968446732
HGNC:5008,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6666666865348816
HGNC:7458,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:10258,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,17.8747444152832
HGNC:11785,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.44041996342795237
HGNC:13664,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5679112076759338
HGNC:2201,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.1063543260097504
HGNC:28726,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2479433433390131
HGNC:2901,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.754223108291626
HGNC:303,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5271629691123962
HGNC:3166,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.458977788686752
HGNC:3602,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2227984968768923
HGNC:4814,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.832203149795533
HGNC:4883,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0
HGNC:7001,biolink:expressed_in,CL:1000692,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.787151207526525
HGNC:1077,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.896374152256892
HGNC:10860,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.6814128050962127
HGNC:12658,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1797685176134109
HGNC:16018,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,6.765163660049441
HGNC:17072,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.906574249267578
HGNC:18988,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.871741057966243
HGNC:19097,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.83304496606191
HGNC:7427,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.690821170806885
HGNC:7471,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,12.879093170166021
HGNC:8783,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,18.119368851698678
ENSEMBL:ENSG00000244757.1,biolink:expressed_in,CL:1000714,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.002640845021232963
HGNC:11027,biolink:expressed_in,CL:1000715,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.26731727962140683
HGNC:25308,biolink:expressed_in,CL:1000715,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.3850577572981524
HGNC:3041,biolink:expressed_in,CL:1000715,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.842052140488074
HGNC:42436,biolink:expressed_in,CL:1000715,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.020976447810729344
HGNC:11201,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6216917258997758
HGNC:11640,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0476190522313118
HGNC:21695,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4117647111415863
HGNC:22207,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.419975280761719
HGNC:25945,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5196965485811234
HGNC:30083,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6668919920921326
HGNC:30815,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6086956262588501
HGNC:3498,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.884701766073704
HGNC:494,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.3329172351708016
HGNC:7774,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.695550844073297
HGNC:9965,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,9.044483184814453
ENSEMBL:ENSG00000257083.7,biolink:expressed_in,CL:1000716,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.04097761306911707
HGNC:11168,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.124346574147542
HGNC:11876,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:1434,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.2919597966330394
HGNC:19371,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:24133,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.20469954796135426
HGNC:30083,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5046413540840149
HGNC:3189,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,6.054480314254761
HGNC:4026,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.694434642791748
HGNC:4565,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.05341130495071411
HGNC:7414,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.955055356025696
HGNC:855,biolink:expressed_in,CL:1000717,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3666666150093079
HGNC:10039,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.00479955005825364
HGNC:3200,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.12321268673986198
HGNC:634,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3941761553287506
HGNC:7419,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,21.413172873583708
HGNC:7461,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.3443721532821655
HGNC:8812,biolink:expressed_in,CL:1000718,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01923326775431633
HGNC:10037,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3097311705350876
HGNC:11068,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.052717024858079
HGNC:11092,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6273380517959595
HGNC:29947,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,7.542948722839355
HGNC:30083,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.48802740079542944
HGNC:5008,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.15603679633484438
HGNC:51125,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.005567563232034445
HGNC:6357,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.03446647524833679
HGNC:7455,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.7493515014648438
HGNC:8783,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,10.130587703651852
ENSEMBL:ENSG00000236283.5,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,8.599118681684617
ENSEMBL:ENSG00000286318.1,biolink:expressed_in,CL:1000768,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.008528784848749638
HGNC:10910,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,6.3935750829322
HGNC:11181,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.05689351223409176
HGNC:13299,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.03267974033951759
HGNC:1375,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01880341954529285
HGNC:1440,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.44740512100979685
HGNC:15750,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.0
HGNC:18603,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.019085236638784406
HGNC:22953,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,8.523679194351038
HGNC:29349,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.775316573784385
HGNC:3432,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,8.92891188027318
HGNC:39896,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.005721614075203736
HGNC:9958,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4262273758649826
ENSEMBL:ENSG00000269968.1,biolink:expressed_in,CL:1000850,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1875
HGNC:11496,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1584795415401459
HGNC:1697,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.579207897186279
HGNC:17073,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.388888955116272
HGNC:1952,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.898431362211705
HGNC:2720,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.514905095100403
HGNC:4962,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.3793157031459193
HGNC:9665,biolink:expressed_in,CL:1001005,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.35028457322291
HGNC:10832,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.118394898949191
HGNC:14598,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.961404085159302
HGNC:29665,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,84.85748291015625
HGNC:36022,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0492989793419838
HGNC:6261,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0694444477558136
HGNC:9608,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1640462875366211
ENSEMBL:ENSG00000281383.1,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.010531586608184235
ENSEMBL:ENSG00000287159.1,biolink:expressed_in,CL:1001107,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.004686207127045183
HGNC:11033,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.8167219481297903
HGNC:15917,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,7.0881079861095975
HGNC:28095,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,9.199585437774658
HGNC:3473,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.5227443653469286
HGNC:4913,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.373943328857422
HGNC:6714,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.02953186258673668
HGNC:9858,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.03658584664974894
ENSEMBL:ENSG00000278996.1,biolink:expressed_in,CL:1001108,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,36.04409408569336
