id,name,symbol,category,provided_by
HGNC:6081,INS,INS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6086,INSL3,INSL3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6091,INSR,INSR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6107,PDX1,PDX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6112,IRAK1,IRAK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6142,ITGA6,ITGA6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6120,IRF5,IRF5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6137,ITGA2,ITGA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6138,ITGA2B,ITGA2B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6139,ITGA3,ITGA3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6149,ITGAM,ITGAM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6156,ITGB3,ITGB3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6158,ITGB4,ITGB4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6180,ITPR1,ITPR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6186,IVD,IVD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6190,JAK1,JAK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6192,JAK2,JAK2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6211,ANOS1,ANOS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6215,KARS1,KARS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6218,KCNA1,KCNA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6250,KCNH1,KCNH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6255,KCNJ1,KCNJ1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6263,KCNJ2,KCNJ2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6266,KCNJ5,KCNJ5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6256,KCNJ10,KCNJ10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6257,KCNJ11,KCNJ11,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6293,KCNN4,KCNN4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6294,KCNQ1,KCNQ1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6407,KRAS,KRAS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6427,KRT17,KRT17,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6473,AFF3,AFF3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6483,LAMA3,LAMA3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6485,LAMA5,LAMA5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6487,LAMB2,LAMB2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6490,LAMB3,LAMB3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6493,LAMC2,LAMC2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6522,LCAT,LCAT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6535,LDHA,LDHA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6547,LDLR,LDLR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6593,LHX1,LHX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6598,LIG1,LIG1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6601,LIG4,LIG4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6613,LIMK1,LIMK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6631,LMAN1,LMAN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6636,LMNA,LMNA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6637,LMNB1,LMNB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6654,LMX1B,LMX1B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6694,LRP2,LRP2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6696,LRP4,LRP4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6697,LRP5,LRP5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6714,LTBP1,LTBP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6740,LYZ,LYZ,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:11529,EPCAM,EPCAM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6757,MAB21L1,MAB21L1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6898,MARS1,MARS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6913,MAX,MAX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6935,MCC,MCC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6948,MCM5,MCM5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6950,MCM7,MCM7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6953,CD46,CD46,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6971,MDH2,MDH2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6973,MDM2,MDM2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6990,MECP2,MECP2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6998,MEFV,MEFV,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6848,MAP3K1,MAP3K1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7010,MEN1,MEN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7013,MEOX1,MEOX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7029,MET,MET,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7095,MID1,MID1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7097,MIF,MIF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7127,MLH1,MLH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7132,KMT2A,KMT2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7154,MME,MME,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7155,MMP1,MMP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7190,MOCS1,MOCS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7193,MOCS2,MOCS2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7216,MPI,MPI,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7224,MPV17,MPV17,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7325,MSH2,MSH2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7326,MSH3,MSH3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7380,MST1,MST1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7414,MT-ATP6,MT-ATP6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7415,MT-ATP8,MT-ATP8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7419,MT-CO1,MT-CO1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7421,MT-CO2,MT-CO2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7422,MT-CO3,MT-CO3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7427,MT-CYB,MT-CYB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7455,MT-ND1,MT-ND1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7456,MT-ND2,MT-ND2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7458,MT-ND3,MT-ND3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7459,MT-ND4,MT-ND4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7461,MT-ND5,MT-ND5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7462,MT-ND6,MT-ND6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7473,MTRR,MTRR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7481,MT-TF,MT-TF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7487,MT-TH,MT-TH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7489,MT-TK,MT-TK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7490,MT-TL1,MT-TL1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7493,MT-TN,MT-TN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7495,MT-TQ,MT-TQ,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7497,MT-TS1,MT-TS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7498,MT-TS2,MT-TS2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7499,MT-TT,MT-TT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7500,MT-TV,MT-TV,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7501,MT-TW,MT-TW,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7508,MUC1,MUC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7523,TRIM37,TRIM37,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7526,MMUT,MMUT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7527,MUTYH,MUTYH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7530,MVK,MVK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7559,MYCN,MYCN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7562,MYD88,MYD88,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7579,MYH9,MYH9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7569,MYH11,MYH11,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7590,MYLK,MYLK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7599,MYO1E,MYO1E,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7603,MYO5B,MYO5B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7611,MYOD1,MYOD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1818,CEACAM6,CEACAM6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7652,NBN,NBN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7683,NDUFA1,NDUFA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7690,NDUFA6,NDUFA6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7698,NDUFB3,NDUFB3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7704,NDUFB9,NDUFB9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7696,NDUFB10,NDUFB10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7707,NDUFS1,NDUFS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7708,NDUFS2,NDUFS2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7710,NDUFS3,NDUFS3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7716,NDUFV1,NDUFV1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7711,NDUFS4,NDUFS4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7713,NDUFS6,NDUFS6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7715,NDUFS8,NDUFS8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7717,NDUFV2,NDUFV2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7744,NEK1,NEK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7762,NEUROD1,NEUROD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7763,NEUROD2,NEUROD2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7765,NF1,NF1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7784,NFIA,NFIA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7865,NODAL,NODAL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7882,NOTCH2,NOTCH2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7896,NPAT,NPAT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7905,NPHP1,NPHP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7908,NPHS1,NPHS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7910,NPM1,NPM1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7989,NRAS,NRAS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8031,NTRK1,NTRK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10257,ROR2,ROR2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8059,NUMA1,NUMA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8108,OCRL,OCRL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8125,OGG1,OGG1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8574,PAFAH1B1,PAFAH1B1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9352,PRDX1,PRDX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8582,PAH,PAH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8615,PAX1,PAX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8616,PAX2,PAX2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8618,PAX4,PAX4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8620,PAX6,PAX6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8621,PAX7,PAX7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8632,PBX1,PBX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8636,PC,PC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8724,PCK1,PCK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8725,PCK2,PCK2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8760,PDCD1,PDCD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8788,PDE6D,PDE6D,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8805,PDGFRL,PDGFRL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8806,PDHA1,PDHA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3356,ENPP1,ENPP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8818,SLC26A4,SLC26A4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8850,PEX1,PEX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8859,PEX6,PEX6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8860,PEX7,PEX7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8851,PEX10,PEX10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8854,PEX12,PEX12,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8855,PEX13,PEX13,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8856,PEX14,PEX14,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8877,PFKM,PFKM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8889,PGAM2,PGAM2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8896,PGK1,PGK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8905,PGM1,PGM1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8907,PGM3,PGM3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8918,PHEX,PHEX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8926,PHKA2,PHKA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8927,PHKB,PHKB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8931,PHKG2,PHKG2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8940,PHYH,PHYH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8941,SERPINA1,SERPINA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8957,PIGA,PIGA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8971,PIK3C2A,PIK3C2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8975,PIK3CA,PIK3CA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8977,PIK3CD,PIK3CD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8980,PIK3R2,PIK3R2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:8983,PI4KA,PI4KA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9008,PKD1,PKD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9009,PKD2,PKD2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9016,PKHD1,PKHD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9031,PLA2G2A,PLA2G2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9060,PLCD1,PLCD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9067,PLD1,PLD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9069,PLEC,PLEC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9071,PLG,PLG,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9075,SERPINF2,SERPINF2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9099,PLXNA1,PLXNA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9113,PML,PML,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9115,PMM2,PMM2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9121,PMS1,PMS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9122,PMS2,PMS2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9175,POLD1,POLD1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9177,POLE,POLE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9200,POLRMT,POLRMT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9208,POR,POR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9217,POU3F4,POU3F4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9276,PPM1B,PPM1B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9280,PPOX,PPOX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9302,PPP2R1A,PPP2R1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9314,PPP3CA,PPP3CA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9343,PRCC,PRCC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9360,PRF1,PRF1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9369,PRIM1,PRIM1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9380,PRKACA,PRKACA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9381,PRKACB,PRKACB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9388,PRKAR1A,PRKAR1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9399,PRKCD,PRKCD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9411,PRKCSH,PRKCSH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9412,PRKCZ,PRKCZ,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6871,MAPK1,MAPK1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6840,MAP2K1,MAP2K1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6842,MAP2K2,MAP2K2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9453,PRODH,PRODH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9462,PRPS1,PRPS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6901,MASP1,MASP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9495,PRTN3,PRTN3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9538,PSMB10,PSMB10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9547,PSMC1,PSMC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9557,PSMD12,PSMD12,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9585,PTCH1,PTCH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9588,PTEN,PTEN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9606,PTH,PTH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9608,PTH1R,PTH1R,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9644,PTPN11,PTPN11,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9645,PTPN12,PTPN12,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9673,PTPRJ,PTPRJ,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9678,PTPRO,PTPRO,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9713,PEX19,PEX19,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9717,PEX2,PEX2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9719,PEX5,PEX5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9722,ALDH18A1,ALDH18A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9726,PYGM,PYGM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9811,RAD21,RAD21,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9817,RAD51,RAD51,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9820,RAD51C,RAD51C,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9829,RAF1,RAF1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9831,RAG1,RAG1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9832,RAG2,RAG2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9857,RAP1B,RAP1B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9859,RAP1GDS1,RAP1GDS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9864,RARA,RARA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9871,RASA1,RASA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9872,RASA2,RASA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9891,RBBP8,RBBP8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9958,REN,REN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9964,DPF2,DPF2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9966,REST,REST,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9967,RET,RET,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9970,RFC2,RFC2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10023,RIT1,RIT1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10031,RMRP,RMRP,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10249,ROBO1,ROBO1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10250,ROBO2,ROBO2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10258,RORA,RORA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10360,RPL5,RPL5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10368,RPL8,RPL8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10369,RPL9,RPL9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10301,RPL11,RPL11,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10306,RPL15,RPL15,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10310,RPL18,RPL18,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10327,RPL26,RPL26,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10328,RPL27,RPL27,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10334,RPL31,RPL31,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10345,RPL35A,RPL35A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10440,RPS7,RPS7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10383,RPS10,RPS10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10389,RPS15A,RPS15A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10397,RPS17,RPS17,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10402,RPS19,RPS19,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10405,RPS20,RPS20,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10411,RPS24,RPS24,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10414,RPS26,RPS26,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10416,RPS27,RPS27,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10418,RPS28,RPS28,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10419,RPS29,RPS29,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10447,RRAS,RRAS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10449,RREB1,RREB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10483,RYR1,RYR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10513,SAA1,SAA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10524,SALL1,SALL1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:10537,SARS1,SARS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
