id,name,symbol,category,provided_by
HGNC:634,AQP2,AQP2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:57,ABCC6,ABCC6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:678,ARHGDIA,ARHGDIA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:694,ARL3,ARL3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:11425,STS,STS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:728,ARVCF,ARVCF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:746,ASL,ASL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:795,ATM,ATM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:9965,RERE,RERE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:799,ATP1A1,ATP1A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4026,FXYD2,FXYD2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:823,ATP5F1A,ATP5F1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:837,ATP5F1D,ATP5F1D,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:838,ATP5F1E,ATP5F1E,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:853,ATP6V1B1,ATP6V1B1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:854,ATP6V1B2,ATP6V1B2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:857,ATP6V1E1,ATP6V1E1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:869,ATP7A,ATP7A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:870,ATP7B,ATP7B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:886,ATRX,ATRX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:897,AVPR2,AVPR2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:914,B2M,B2M,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:959,BAX,BAX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:966,BBS1,BBS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:967,BBS2,BBS2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:969,BBS4,BBS4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1582,CCND1,CCND1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1020,BCS1L,BCS1L,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1037,CFB,CFB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1057,BLK,BLK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1058,BLM,BLM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1071,BMP4,BMP4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1076,BMPR1A,BMPR1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1100,BRCA1,BRCA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1097,BRAF,BRAF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1101,BRCA2,BRCA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1148,BUB1,BUB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1149,BUB1B,BUB1B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1243,C1QBP,C1QBP,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1241,C1QA,C1QA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1247,C1S,C1S,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1318,C3,C3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1323,C4A,C4A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1324,C4B,C4B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1181,MYRF,MYRF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1373,CA2,CA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1391,CACNA1D,CACNA1D,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1397,CACNA1S,CACNA1S,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1421,SLC25A20,SLC25A20,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1424,CAD,CAD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1455,CALR,CALR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1460,CAMK2A,CAMK2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1500,CASP10,CASP10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1514,CASR,CASR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1527,CAV1,CAV1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1541,CBL,CBL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1546,SERPINH1,SERPINH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1583,CCND2,CCND2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1665,SCARB2,SCARB2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1701,CD81,CD81,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1630,CD151,CD151,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1736,CDC42,CDC42,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1773,CDK4,CDK4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1777,CDK6,CDK6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1784,CDKN1A,CDKN1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1785,CDKN1B,CDKN1B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1786,CDKN1C,CDKN1C,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1787,CDKN2A,CDKN2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1788,CDKN2B,CDKN2B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1789,CDKN2C,CDKN2C,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1848,CEL,CEL,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1856,CENPE,CENPE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1857,CENPF,CENPF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1884,CFTR,CFTR,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1815,CEACAM3,CEACAM3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1919,CHD4,CHD4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1937,CHKA,CHKA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1943,CHN1,CHN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1952,CHRM3,CHRM3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1957,CHRNA3,CHRNA3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1974,CHUK,CHUK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3439,ERCC8,ERCC8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:565,AP2S1,AP2S1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2021,CLCN3,CLCN3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2023,CLCN5,CLCN5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2025,CLCN7,CLCN7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2026,CLCNKA,CLCNKA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2027,CLCNKB,CLCNKB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1602,CCR1,CCR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:1607,CCR6,CCR6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2201,COL3A1,COL3A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2202,COL4A1,COL4A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2204,COL4A3,COL4A3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2206,COL4A4,COL4A4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2207,COL4A5,COL4A5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2208,COL4A6,COL4A6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2211,COL6A1,COL6A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2214,COL7A1,COL7A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2228,COMT,COMT,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2230,COPA,COPA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2280,COX6B1,COX6B1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2260,COX10,COX10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2263,COX15,COX15,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2321,CPOX,CPOX,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2328,CPT1A,CPT1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2330,CPT2,CPT2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2336,CR2,CR2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2348,CREBBP,CREBBP,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2500,CCN2,CCN2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2501,CTH,CTH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2505,CTLA4,CTLA4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2518,CTNS,CTNS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2514,CTNNB1,CTNNB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2571,CYB561,CYB561,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2602,CYP24A1,CYP24A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2701,DCC,DCC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2707,ACE,ACE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2717,DDB1,DDB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2747,DDX6,DDX6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2860,DHCR7,DHCR7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2859,DHCR24,DHCR24,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2890,DKC1,DKC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2911,DLST,DLST,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2932,DMP1,DMP1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2939,DNA2,DNA2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2956,DNASE1,DNASE1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2959,DNASE1L3,DNASE1L3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2960,DNASE2,DNASE2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:2978,DNMT3A,DNMT3A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3003,DPH1,DPH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3004,DPH2,DPH2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3033,ATN1,ATN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3072,DUSP6,DUSP6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3084,DVL1,DVL1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3091,DYRK1A,DYRK1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3098,TOR1A,TOR1A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3179,EDNRA,EDNRA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3182,PHC1,PHC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3247,EHHADH,EHHADH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3327,ELN,ELN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3334,EMP2,EMP2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3342,EN1,EN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3373,EP300,EP300,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3374,EPAS1,EPAS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3431,ERBB3,ERBB3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3436,ERCC4,ERCC4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3438,ERCC6,ERCC6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3481,ETFA,ETFA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3482,ETFB,ETFB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3483,ETFDH,ETFDH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3488,ETS1,ETS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3497,EVC,EVC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3513,EXT2,EXT2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3518,EXTL3,EXTL3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3519,EYA1,EYA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3535,F2,F2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3542,F5,F5,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3546,F8,F8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3551,F9,F9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3528,F10,F10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3582,FANCA,FANCA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3584,FANCC,FANCC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3585,FANCD2,FANCD2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3586,FANCE,FANCE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3571,ACSL4,ACSL4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3579,FAH,FAH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3583,FANCB,FANCB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3587,FANCF,FANCF,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3588,FANCG,FANCG,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3603,FBN1,FBN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3616,FCGR2A,FCGR2A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3618,FCGR2B,FCGR2B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3620,FCGR3B,FCGR3B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3622,FKTN,FKTN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4452,GPC4,GPC4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3661,FGA,FGA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3686,FGF8,FGF8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3666,FGF10,FGF10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3670,FGF13,FGF13,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3688,FGFR1,FGFR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3690,FGFR3,FGFR3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3689,FGFR2,FGFR2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3700,FH,FH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3809,FOXF1,FOXF1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3815,FOXI1,FOXI1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3801,FOXC2,FOXC2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3806,FOXE1,FOXE1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3749,FLI1,FLI1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3750,FLII,FLII,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3754,FLNA,FLNA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3755,FLNB,FLNB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3763,FLT1,FLT1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:3778,FN1,FN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7983,NR5A1,NR5A1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4019,FUT8,FUT8,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4056,G6PC1,G6PC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4061,SLC37A4,SLC37A4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4084,GABRD,GABRD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4125,GALNT3,GALNT3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4165,GAS1,GAS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4170,GATA1,GATA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4172,GATA3,GATA3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4173,GATA4,GATA4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4175,GATM,GATM,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4177,GBA1,GBA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4180,GBE1,GBE1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4189,GCDH,GCDH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4195,GCK,GCK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4243,GFRA1,GFRA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4296,GLA,GLA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4451,GPC3,GPC3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4311,GCLC,GCLC,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4317,GLI1,GLI1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4318,GLI2,GLI2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4319,GLI3,GLI3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4379,GNA11,GNA11,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4389,GNAO1,GNAO1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4392,GNAS,GNAS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4396,GNB1,GNB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4398,GNB2,GNB2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4439,GP1BA,GP1BA,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4440,GP1BB,GP1BB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4444,GP9,GP9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4492,GPR35,GPR35,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4564,GRB10,GRB10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4573,GRIA3,GRIA3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4584,GRIN1,GRIN1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4599,GRM7,GRM7,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4620,GSN,GSN,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4635,GSTM3,GSTM3,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:7329,MSH6,MSH6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4659,GTF2I,GTF2I,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:11551,BRF1,BRF1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4798,HABP2,HABP2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4827,HBB,HBB,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4883,CFH,CFH,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4886,HFE,HFE,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4888,CFHR1,CFHR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4892,HGD,HGD,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4909,HIC1,HIC1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4932,HLA-B,HLA-B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4979,MNX1,MNX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4938,HLA-DPA1,HLA-DPA1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4940,HLA-DPB1,HLA-DPB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4948,HLA-DRB1,HLA-DRB1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:4982,HMBS,HMBS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5013,HMOX1,HMOX1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5024,HNF4A,HNF4A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5041,HNRNPH1,HNRNPH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5044,HNRNPK,HNRNPK,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5048,HNRNPU,HNRNPU,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5102,HOXA13,HOXA13,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5136,HOXD13,HOXD13,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5157,HPRT1,HPRT1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5163,HPS1,HPS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5173,HRAS,HRAS,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5209,HSD11B2,HSD11B2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5213,HSD17B4,HSD17B4,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5244,HSPA9,HSPA9,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5273,HSPG2,HSPG2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5330,IARS1,IARS1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5382,IDH1,IDH1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5394,CFI,CFI,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5438,IFNG,IFNG,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5439,IFNGR1,IFNGR1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5466,IGF2,IGF2,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5525,IGHG1,IGHG1,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6010,IL2RG,IL2RG,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6018,IL6,IL6,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:6024,IL7R,IL7R,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5962,IL10,IL10,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5969,IL12A,IL12A,biolink:Gene,https://purl.humanatlas.io/vocab/hp
HGNC:5970,IL12B,IL12B,biolink:Gene,https://purl.humanatlas.io/vocab/hp
