phenotype_iri,phenotype_label,as_child,ct
http://purl.obolibrary.org/obo/HP_0010315,Aplasia/Hypoplasia of the diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,
http://purl.obolibrary.org/obo/HP_0010317,Scapular aplasia,http://purl.obolibrary.org/obo/UBERON_0006849,
http://purl.obolibrary.org/obo/HP_0010318,Aplasia/Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
http://purl.obolibrary.org/obo/HP_0010319,Abnormal second toe morphology,http://purl.obolibrary.org/obo/UBERON_0003632,
http://purl.obolibrary.org/obo/HP_0010320,Abnormal third toe morphology,http://purl.obolibrary.org/obo/UBERON_0003633,
http://purl.obolibrary.org/obo/HP_0010321,Abnormal fourth toe morphology,http://purl.obolibrary.org/obo/UBERON_0003634,
http://purl.obolibrary.org/obo/HP_0010322,Abnormal fifth toe morphology,http://purl.obolibrary.org/obo/UBERON_0003635,
http://purl.obolibrary.org/obo/HP_0010323,Abnormality of the epiphyses of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010324,Abnormal morphology of phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010325,Aplasia/Hypoplasia of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003632,
http://purl.obolibrary.org/obo/HP_0010326,Deviation of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003632,
http://purl.obolibrary.org/obo/HP_0010327,Flexion contracture of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0010328,Polydactyly affecting the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003632,
http://purl.obolibrary.org/obo/HP_0010329,Abnormality of the epiphyses of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010330,Abnormality of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010331,Aplasia/Hypoplasia of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,
http://purl.obolibrary.org/obo/HP_0010332,Deviation of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,
http://purl.obolibrary.org/obo/HP_0010333,Flexion contracture of 3rd toe,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0010334,Polydactyly affecting the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,
http://purl.obolibrary.org/obo/HP_0010335,Abnormality of the epiphyses of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010336,Abnormality of the phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010337,Aplasia/Hypoplasia of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003634,
http://purl.obolibrary.org/obo/HP_0010338,Deviation of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003634,
http://purl.obolibrary.org/obo/HP_0010339,Flexion contracture of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0010340,Polydactyly affecting the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003634,
http://purl.obolibrary.org/obo/HP_0010341,Abnormality of the epiphyses of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010342,Abnormality of the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010343,Aplasia/Hypoplasia of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003635,
http://purl.obolibrary.org/obo/HP_0010344,Deviation of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003635,
http://purl.obolibrary.org/obo/HP_0010345,Flexion contracture of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0010347,Aplasia/Hypoplasia of the phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010348,Broad phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010349,Bullet-shaped 2nd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010350,Curved 2nd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010351,Osteolytic defects of the phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010352,Patchy sclerosis of 2nd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010353,Second toe symphalangism,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010354,Triangular shaped phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010356,Abnormality of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010357,Abnormality of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010358,Abnormal morphology of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010359,Aplasia/Hypoplasia of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010360,Broad phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010361,Bullet-shaped 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010362,Curved 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010363,Osteolytic defects of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010364,Patchy sclerosis of 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010365,Symphalangism affecting the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010366,Triangular shaped phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,
http://purl.obolibrary.org/obo/HP_0010367,Duplication of phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,
http://purl.obolibrary.org/obo/HP_0010368,Abnormality of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,
http://purl.obolibrary.org/obo/HP_0010369,Abnormality of the middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,
http://purl.obolibrary.org/obo/HP_0010370,Abnormal morphology of the proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,
http://purl.obolibrary.org/obo/HP_0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010372,Broad phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010373,Bullet-shaped 4th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010374,Curved 4th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010375,Osteolytic defects of the phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010376,Patchy sclerosis of 4th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010377,Symphalangism affecting the phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010378,Triangular shaped phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010379,Duplication of phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,
http://purl.obolibrary.org/obo/HP_0010380,Abnormality of the distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004318,
http://purl.obolibrary.org/obo/HP_0010381,Abnormality of the middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004326,
http://purl.obolibrary.org/obo/HP_0010382,Abnormal morphology of the proximal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004335,
http://purl.obolibrary.org/obo/HP_0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010384,Broad phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010385,Bullet-shaped 5th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010386,Curved 5th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010387,Osteolytic defects of the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010388,Patchy sclerosis of 5th toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010389,Symphalangism affecting the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010390,Triangular shaped phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010391,Duplication of the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,
http://purl.obolibrary.org/obo/HP_0010392,Abnormality of the distal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004319,
http://purl.obolibrary.org/obo/HP_0010393,Abnormality of the middle phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004327,
http://purl.obolibrary.org/obo/HP_0010394,Abnormal morphology of the proximal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004336,
http://purl.obolibrary.org/obo/HP_0010395,Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010396,Broad proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010397,Bullet-shaped proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010398,Curved proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010399,Osteolytic defects of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010400,Patchy sclerosis of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010401,Symphalangism affecting the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010402,Triangular shaped proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010404,Aplasia/Hypoplasia of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010405,Broad middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010406,Bullet-shaped middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010407,Curved middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010408,Osteolytic defects of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010409,Patchy sclerosis of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010410,Symphalangism affecting the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010411,Triangular shaped middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010413,Aplasia/Hypoplasia of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010414,Broad distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010415,Bullet-shaped distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010416,Curved distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010417,Osteolytic defects of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010418,Patchy sclerosis of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010419,Symphalangism affecting the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010419,Symphalangism affecting the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010420,Triangular shaped distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010422,Complete duplication of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010424,Complete duplication of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010426,Complete duplication of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010429,Complete duplication of the phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010430,Aplasia of the phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010431,Short phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,
http://purl.obolibrary.org/obo/HP_0010432,Absent distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010433,Short distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,
http://purl.obolibrary.org/obo/HP_0010434,Aplasia of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010435,Short middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,
http://purl.obolibrary.org/obo/HP_0010436,Aplasia of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010437,Short proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,
http://purl.obolibrary.org/obo/HP_0010438,Abnormal ventricular septum morphology,http://purl.obolibrary.org/obo/UBERON_0002094,
http://purl.obolibrary.org/obo/HP_0010442,Polydactyly,http://purl.obolibrary.org/obo/UBERON_0002544,
http://purl.obolibrary.org/obo/HP_0010443,Bifid femur,http://purl.obolibrary.org/obo/UBERON_0000981,
http://purl.obolibrary.org/obo/HP_0010444,Pulmonic regurgitation,http://purl.obolibrary.org/obo/UBERON_0002146,
http://purl.obolibrary.org/obo/HP_0010446,Tricuspid stenosis,http://purl.obolibrary.org/obo/UBERON_0002134,
http://purl.obolibrary.org/obo/HP_0010447,Anal fistula,http://purl.obolibrary.org/obo/UBERON_0001245,
http://purl.obolibrary.org/obo/HP_0010448,Colonic atresia,http://purl.obolibrary.org/obo/UBERON_0001155,
http://purl.obolibrary.org/obo/HP_0010450,Esophageal stenosis,http://purl.obolibrary.org/obo/UBERON_0011566,
http://purl.obolibrary.org/obo/HP_0010451,Aplasia/Hypoplasia of the spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
http://purl.obolibrary.org/obo/HP_0010452,Ectopia of the spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
http://purl.obolibrary.org/obo/HP_0010453,Pelvic bone asymmetry,http://purl.obolibrary.org/obo/UBERON_0007830,
http://purl.obolibrary.org/obo/HP_0010456,Abnormal greater sciatic notch morphology,http://purl.obolibrary.org/obo/UBERON_0014411,
http://purl.obolibrary.org/obo/HP_0010458,Female pseudohermaphroditism,http://purl.obolibrary.org/obo/UBERON_0000468,
http://purl.obolibrary.org/obo/HP_0010460,Abnormality of the female genitalia,http://purl.obolibrary.org/obo/UBERON_0000474,
http://purl.obolibrary.org/obo/HP_0010461,Abnormality of the male genitalia,http://purl.obolibrary.org/obo/UBERON_0000079,
http://purl.obolibrary.org/obo/HP_0010462,Aplasia/Hypoplasia of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
http://purl.obolibrary.org/obo/HP_0010463,Aplasia of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
http://purl.obolibrary.org/obo/HP_0010468,Aplasia/Hypoplasia of the testes,http://purl.obolibrary.org/obo/UBERON_0000473,
http://purl.obolibrary.org/obo/HP_0010470,Supernumerary testes,http://purl.obolibrary.org/obo/UBERON_0000473,
http://purl.obolibrary.org/obo/HP_0010471,Oligosacchariduria,http://purl.obolibrary.org/obo/UBERON_0001088,
http://purl.obolibrary.org/obo/HP_0010472,Abnormal circulating porphyrin concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0010473,Porphyrinuria,http://purl.obolibrary.org/obo/UBERON_0001088,
http://purl.obolibrary.org/obo/HP_0010476,Aplasia/Hypoplasia of the bladder,http://purl.obolibrary.org/obo/UBERON_0001255,
http://purl.obolibrary.org/obo/HP_0010477,Aplasia of the bladder,http://purl.obolibrary.org/obo/UBERON_0001255,
http://purl.obolibrary.org/obo/HP_0010478,Abnormality of the urachus,http://purl.obolibrary.org/obo/UBERON_0002068,
http://purl.obolibrary.org/obo/HP_0010479,Patent urachus,http://purl.obolibrary.org/obo/UBERON_0002068,
http://purl.obolibrary.org/obo/HP_0010480,Urethral fistula,http://purl.obolibrary.org/obo/UBERON_0000057,
http://purl.obolibrary.org/obo/HP_0010484,Hypertrophy of the upper limb,http://purl.obolibrary.org/obo/UBERON_0010708,
http://purl.obolibrary.org/obo/HP_0010486,Abnormality of the hypothenar eminence,http://purl.obolibrary.org/obo/UBERON_0017717,
http://purl.obolibrary.org/obo/HP_0010487,Small hypothenar eminence,http://purl.obolibrary.org/obo/UBERON_0017717,
http://purl.obolibrary.org/obo/HP_0010488,Aplasia/Hypoplasia of the palmar creases,http://purl.obolibrary.org/obo/UBERON_0019246,
http://purl.obolibrary.org/obo/HP_0010489,Absent palmar crease,http://purl.obolibrary.org/obo/UBERON_0019246,
http://purl.obolibrary.org/obo/HP_0010490,Abnormality of the palmar creases,http://purl.obolibrary.org/obo/UBERON_0019246,
http://purl.obolibrary.org/obo/HP_0010493,Long metacarpals,http://purl.obolibrary.org/obo/UBERON_0002374,
http://purl.obolibrary.org/obo/HP_0010496,Hypertrophy of the lower limb,http://purl.obolibrary.org/obo/UBERON_0000978,
http://purl.obolibrary.org/obo/HP_0010499,Patellar subluxation,http://purl.obolibrary.org/obo/UBERON_0002446,
http://purl.obolibrary.org/obo/HP_0010502,Fibular bowing,http://purl.obolibrary.org/obo/UBERON_0001446,
http://purl.obolibrary.org/obo/HP_0010503,Fibular duplication,http://purl.obolibrary.org/obo/UBERON_0001446,
http://purl.obolibrary.org/obo/HP_0010504,Increased length of the tibia,http://purl.obolibrary.org/obo/UBERON_0000979,
http://purl.obolibrary.org/obo/HP_0010507,Foot asymmetry,http://purl.obolibrary.org/obo/UBERON_0002387,
http://purl.obolibrary.org/obo/HP_0010509,Aplasia of the tarsal bones,http://purl.obolibrary.org/obo/UBERON_0001447,
http://purl.obolibrary.org/obo/HP_0010510,Hypermobility of toe joints,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0010511,Long toe,http://purl.obolibrary.org/obo/UBERON_0001466,
http://purl.obolibrary.org/obo/HP_0010512,Adrenal calcification,http://purl.obolibrary.org/obo/UBERON_0002369,
http://purl.obolibrary.org/obo/HP_0010513,Pituitary calcification,http://purl.obolibrary.org/obo/UBERON_0000007,
http://purl.obolibrary.org/obo/HP_0010514,Hyperpituitarism,http://purl.obolibrary.org/obo/UBERON_0000007,
http://purl.obolibrary.org/obo/HP_0010515,Aplasia/Hypoplasia of the thymus,http://purl.obolibrary.org/obo/UBERON_0002370,
http://purl.obolibrary.org/obo/HP_0010516,Thymus hyperplasia,http://purl.obolibrary.org/obo/UBERON_0002370,
http://purl.obolibrary.org/obo/HP_0010517,Ectopic thymus tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
http://purl.obolibrary.org/obo/HP_0010537,Wide cranial sutures,http://purl.obolibrary.org/obo/UBERON_0003685,
http://purl.obolibrary.org/obo/HP_0010538,Small sella turcica,http://purl.obolibrary.org/obo/UBERON_0003689,
http://purl.obolibrary.org/obo/HP_0010539,Thin calvarium,http://purl.obolibrary.org/obo/UBERON_0004339,
http://purl.obolibrary.org/obo/HP_0010557,Overlapping fingers,http://purl.obolibrary.org/obo/UBERON_0002389,
http://purl.obolibrary.org/obo/HP_0010558,Abnormality of the clivus,http://purl.obolibrary.org/obo/UBERON_0004108,
http://purl.obolibrary.org/obo/HP_0010559,Vertical clivus,http://purl.obolibrary.org/obo/UBERON_0004108,
http://purl.obolibrary.org/obo/HP_0010560,Undulate clavicles,http://purl.obolibrary.org/obo/UBERON_0001105,
http://purl.obolibrary.org/obo/HP_0010561,Undulate ribs,http://purl.obolibrary.org/obo/UBERON_0002228,
http://purl.obolibrary.org/obo/HP_0010564,Bifid epiglottis,http://purl.obolibrary.org/obo/UBERON_0000388,
http://purl.obolibrary.org/obo/HP_0010565,Aplasia/Hypoplasia of the Epiglottis,http://purl.obolibrary.org/obo/UBERON_0000388,
http://purl.obolibrary.org/obo/HP_0010568,Hamartoma of the eye,http://purl.obolibrary.org/obo/UBERON_0010230,
http://purl.obolibrary.org/obo/HP_0010569,Elevated circulating 7-dehydrocholesterol concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0010571,Elevated circulating phytanic acid concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0010574,Abnormality of the epiphysis of the femoral head,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010575,Dysplasia of the femoral head,http://purl.obolibrary.org/obo/UBERON_0006767,
http://purl.obolibrary.org/obo/HP_0010576,Intracranial cystic lesion,http://purl.obolibrary.org/obo/UBERON_0003128,
http://purl.obolibrary.org/obo/HP_0010577,Absent epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010578,Bracket epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010579,Cone-shaped epiphysis,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010580,Enlarged epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010582,Irregular epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010583,Ivory epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010585,Small epiphyses,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010587,Triangular epiphysis,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010590,Abnormality of the distal femoral epiphysis,http://purl.obolibrary.org/obo/UBERON_0004406,
http://purl.obolibrary.org/obo/HP_0010591,Abnormality of the proximal tibial epiphysis,http://purl.obolibrary.org/obo/UBERON_0008772,
http://purl.obolibrary.org/obo/HP_0010592,Abnormality of the distal tibial epiphysis,http://purl.obolibrary.org/obo/UBERON_0004405,
http://purl.obolibrary.org/obo/HP_0010593,Abnormal fibular epiphysis morphology,http://purl.obolibrary.org/obo/UBERON_0004388,
http://purl.obolibrary.org/obo/HP_0010594,Abnormality of the proximal fibular epiphysis,http://purl.obolibrary.org/obo/UBERON_0008775,
http://purl.obolibrary.org/obo/HP_0010595,Abnormality of the distal fibular epiphysis,http://purl.obolibrary.org/obo/UBERON_0004410,
http://purl.obolibrary.org/obo/HP_0010596,Abnormality of the proximal radial epiphysis,http://purl.obolibrary.org/obo/UBERON_0004413,
http://purl.obolibrary.org/obo/HP_0010597,Abnormality of the distal radial epiphysis,http://purl.obolibrary.org/obo/UBERON_0004407,
http://purl.obolibrary.org/obo/HP_0010598,Abnormality of the proximal humeral epiphysis,http://purl.obolibrary.org/obo/UBERON_0004411,
http://purl.obolibrary.org/obo/HP_0010599,Abnormality of the distal humeral epiphysis,http://purl.obolibrary.org/obo/UBERON_0004404,
http://purl.obolibrary.org/obo/HP_0010600,Abnormal distal ulnar epiphysis morphology,http://purl.obolibrary.org/obo/UBERON_0004408,
http://purl.obolibrary.org/obo/HP_0010601,Abnormal proximal ulnar epiphysis morphology,http://purl.obolibrary.org/obo/UBERON_0006822,
http://purl.obolibrary.org/obo/HP_0010604,Cyst of the eyelid,http://purl.obolibrary.org/obo/UBERON_0001711,
http://purl.obolibrary.org/obo/HP_0010620,Malar prominence,http://purl.obolibrary.org/obo/UBERON_0002500,
http://purl.obolibrary.org/obo/HP_0010621,Cutaneous syndactyly of toes,http://purl.obolibrary.org/obo/UBERON_0001466,
http://purl.obolibrary.org/obo/HP_0010625,Anterior pituitary dysgenesis,http://purl.obolibrary.org/obo/UBERON_0002196,
http://purl.obolibrary.org/obo/HP_0010626,Anterior pituitary agenesis,http://purl.obolibrary.org/obo/UBERON_0002196,
http://purl.obolibrary.org/obo/HP_0010627,Anterior pituitary hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002196,
http://purl.obolibrary.org/obo/HP_0010628,Facial palsy,http://purl.obolibrary.org/obo/UBERON_0001577,
http://purl.obolibrary.org/obo/HP_0010629,Abnormal morphology of the cortex of the humerus,http://purl.obolibrary.org/obo/UBERON_0004109,
http://purl.obolibrary.org/obo/HP_0010630,Abnormal metatarsal epiphysis morphology,http://purl.obolibrary.org/obo/UBERON_0004389,
http://purl.obolibrary.org/obo/HP_0010631,Abnormality of the epiphyses of the feet,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0010637,Conjunctival amyloidosis,http://purl.obolibrary.org/obo/UBERON_0001811,
http://purl.obolibrary.org/obo/HP_0010638,Elevated alkaline phosphatase of hepatic origin,http://purl.obolibrary.org/obo/UBERON_0002107,
http://purl.obolibrary.org/obo/HP_0010639,Elevated alkaline phosphatase of bone origin,http://purl.obolibrary.org/obo/UBERON_0001474,
