phenotype_iri,phenotype_label,as_child,ct
http://purl.obolibrary.org/obo/HP_0004591,Disc-like vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004592,Thoracic platyspondyly,http://purl.obolibrary.org/obo/UBERON_0002347,
http://purl.obolibrary.org/obo/HP_0004605,Absent vertebral body mineralization,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004606,Unossified vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004608,Anteriorly placed odontoid process,http://purl.obolibrary.org/obo/UBERON_0004096,
http://purl.obolibrary.org/obo/HP_0004610,Lumbar spinal canal stenosis,http://purl.obolibrary.org/obo/UBERON_0014543,
http://purl.obolibrary.org/obo/HP_0004614,Spina bifida occulta at S1,http://purl.obolibrary.org/obo/UBERON_0017671,
http://purl.obolibrary.org/obo/HP_0004616,Cleft vertebral arch,http://purl.obolibrary.org/obo/UBERON_0010358,
http://purl.obolibrary.org/obo/HP_0004619,Lumbar kyphoscoliosis,http://purl.obolibrary.org/obo/UBERON_0006074,
http://purl.obolibrary.org/obo/HP_0004621,Enlarged vertebral pedicles,http://purl.obolibrary.org/obo/UBERON_0001078,
http://purl.obolibrary.org/obo/HP_0004625,Biconvex vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004626,Lumbar scoliosis,http://purl.obolibrary.org/obo/UBERON_0006074,
http://purl.obolibrary.org/obo/HP_0004629,Small cervical vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004634,Cuboid-shaped vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0004635,Cervical C5/C6 vertebrae fusion,http://purl.obolibrary.org/obo/UBERON_0004614,
http://purl.obolibrary.org/obo/HP_0004635,Cervical C5/C6 vertebrae fusion,http://purl.obolibrary.org/obo/UBERON_0004615,
http://purl.obolibrary.org/obo/HP_0004646,Hypoplasia of the nasal bone,http://purl.obolibrary.org/obo/UBERON_0001681,
http://purl.obolibrary.org/obo/HP_0004660,Hypoplasia of facial musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
http://purl.obolibrary.org/obo/HP_0004661,Frontalis muscle weakness,http://purl.obolibrary.org/obo/UBERON_0010952,
http://purl.obolibrary.org/obo/HP_0004679,Large tarsal bones,http://purl.obolibrary.org/obo/UBERON_0001447,
http://purl.obolibrary.org/obo/HP_0004686,Short third metatarsal,http://purl.obolibrary.org/obo/UBERON_0003652,
http://purl.obolibrary.org/obo/HP_0004688,Irregular tarsal bones,http://purl.obolibrary.org/obo/UBERON_0001447,
http://purl.obolibrary.org/obo/HP_0004689,Short fourth metatarsal,http://purl.obolibrary.org/obo/UBERON_0003653,
http://purl.obolibrary.org/obo/HP_0004690,Thickened Achilles tendon,http://purl.obolibrary.org/obo/UBERON_0003701,
http://purl.obolibrary.org/obo/HP_0004691,2-3 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003632,
http://purl.obolibrary.org/obo/HP_0004691,2-3 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003633,
http://purl.obolibrary.org/obo/HP_0004692,4-5 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003634,
http://purl.obolibrary.org/obo/HP_0004692,4-5 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003635,
http://purl.obolibrary.org/obo/HP_0004699,Osteoporotic metatarsal,http://purl.obolibrary.org/obo/UBERON_0001448,
http://purl.obolibrary.org/obo/HP_0004704,Short fifth metatarsal,http://purl.obolibrary.org/obo/UBERON_0003654,
http://purl.obolibrary.org/obo/HP_0004712,Renal malrotation,http://purl.obolibrary.org/obo/UBERON_0002113,
http://purl.obolibrary.org/obo/HP_0004742,Abnormal renal collecting system morphology,http://purl.obolibrary.org/obo/UBERON_0004100,
http://purl.obolibrary.org/obo/HP_0004756,Ventricular tachycardia,http://purl.obolibrary.org/obo/UBERON_0002082,
http://purl.obolibrary.org/obo/HP_0004762,Hypoplasia of right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,
http://purl.obolibrary.org/obo/HP_0004785,Malrotation of colon,http://purl.obolibrary.org/obo/UBERON_0001155,
http://purl.obolibrary.org/obo/HP_0004788,Intestinal lymphedema,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0004790,Hypoplasia of the small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
http://purl.obolibrary.org/obo/HP_0004791,Esophageal ulceration,http://purl.obolibrary.org/obo/UBERON_0001043,
http://purl.obolibrary.org/obo/HP_0004794,Malrotation of small bowel,http://purl.obolibrary.org/obo/UBERON_0002108,
http://purl.obolibrary.org/obo/HP_0004796,Gastrointestinal obstruction,http://purl.obolibrary.org/obo/UBERON_0005409,
http://purl.obolibrary.org/obo/HP_0004808,Acute myeloid leukemia,,http://purl.obolibrary.org/obo/CL_0000835
http://purl.obolibrary.org/obo/HP_0004823,Anisopoikilocytosis,,http://purl.obolibrary.org/obo/CL_0000232
http://purl.obolibrary.org/obo/HP_0004852,Reduced leukocyte alkaline phosphatase,,http://purl.obolibrary.org/obo/CL_0000738
http://purl.obolibrary.org/obo/HP_0004871,Perineal fistula,http://purl.obolibrary.org/obo/UBERON_0002356,
http://purl.obolibrary.org/obo/HP_0004878,Intercostal muscle weakness,http://purl.obolibrary.org/obo/UBERON_0001111,
http://purl.obolibrary.org/obo/HP_0004890,Elevated pulmonary artery pressure,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0004921,Abnormal magnesium concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0004923,Hyperphenylalaninemia,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0004925,Chronic lactic acidosis,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0004930,Abnormality of the pulmonary vasculature,http://purl.obolibrary.org/obo/UBERON_0000102,
http://purl.obolibrary.org/obo/HP_0004934,Vascular calcification,http://purl.obolibrary.org/obo/UBERON_0002049,
http://purl.obolibrary.org/obo/HP_0004935,Pulmonary artery atresia,http://purl.obolibrary.org/obo/UBERON_0002012,
http://purl.obolibrary.org/obo/HP_0004936,Venous thrombosis,http://purl.obolibrary.org/obo/UBERON_0001638,
http://purl.obolibrary.org/obo/HP_0004940,Generalized arterial calcification,http://purl.obolibrary.org/obo/UBERON_0004572,
http://purl.obolibrary.org/obo/HP_0004942,Aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0000947,
http://purl.obolibrary.org/obo/HP_0004944,Dilatation of the cerebral artery,http://purl.obolibrary.org/obo/UBERON_0004449,
http://purl.obolibrary.org/obo/HP_0004959,Descending thoracic aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
http://purl.obolibrary.org/obo/HP_0004960,Absent pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,
http://purl.obolibrary.org/obo/HP_0004962,Thoracic aorta calcification,http://purl.obolibrary.org/obo/UBERON_0001515,
http://purl.obolibrary.org/obo/HP_0004963,Calcification of the aorta,http://purl.obolibrary.org/obo/UBERON_0000947,
http://purl.obolibrary.org/obo/HP_0004970,Ascending tubular aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
http://purl.obolibrary.org/obo/HP_0004971,Pulmonary artery hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002012,
http://purl.obolibrary.org/obo/HP_0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,
http://purl.obolibrary.org/obo/HP_0004976,Knee dislocation,http://purl.obolibrary.org/obo/UBERON_0001485,
http://purl.obolibrary.org/obo/HP_0004979,Metaphyseal sclerosis,http://purl.obolibrary.org/obo/UBERON_0001438,
http://purl.obolibrary.org/obo/HP_0004981,Prominent styloid process of ulna,http://purl.obolibrary.org/obo/UBERON_0011575,
http://purl.obolibrary.org/obo/HP_0004991,Rhizomelic arm shortening,http://purl.obolibrary.org/obo/UBERON_0003822,
http://purl.obolibrary.org/obo/HP_0004997,Multicentric ossification of proximal humeral epiphyses,http://purl.obolibrary.org/obo/UBERON_0010355,
http://purl.obolibrary.org/obo/HP_0005003,Aplasia/Hypoplasia of the capital femoral epiphysis,http://purl.obolibrary.org/obo/UBERON_0004412,
http://purl.obolibrary.org/obo/HP_0005004,Flattened proximal radial epiphyses,http://purl.obolibrary.org/obo/UBERON_0004413,
http://purl.obolibrary.org/obo/HP_0005013,Dysplastic distal radial epiphyses,http://purl.obolibrary.org/obo/UBERON_0004407,
http://purl.obolibrary.org/obo/HP_0005019,Diaphyseal undertubulation,http://purl.obolibrary.org/obo/UBERON_0004769,
http://purl.obolibrary.org/obo/HP_0005035,Shortening of all phalanges of the toes,http://purl.obolibrary.org/obo/UBERON_0001449,
http://purl.obolibrary.org/obo/HP_0005036,Unilateral ulnar hypoplasia,http://purl.obolibrary.org/obo/UBERON_0001424,
http://purl.obolibrary.org/obo/HP_0005041,Irregular capital femoral epiphysis,http://purl.obolibrary.org/obo/UBERON_0004412,
http://purl.obolibrary.org/obo/HP_0005045,Diaphyseal cortical sclerosis,http://purl.obolibrary.org/obo/UBERON_0016423,
http://purl.obolibrary.org/obo/HP_0005067,Proximal fibular overgrowth,http://purl.obolibrary.org/obo/UBERON_0008775,
http://purl.obolibrary.org/obo/HP_0005068,Absent styloid process of ulna,http://purl.obolibrary.org/obo/UBERON_0011575,
http://purl.obolibrary.org/obo/HP_0005084,Anterior radial head dislocation,http://purl.obolibrary.org/obo/UBERON_0001012,
http://purl.obolibrary.org/obo/HP_0005086,Knee osteoarthritis,http://purl.obolibrary.org/obo/UBERON_0001465,
http://purl.obolibrary.org/obo/HP_0005089,Abnormal metaphyseal trabeculation,http://purl.obolibrary.org/obo/UBERON_0001437,
http://purl.obolibrary.org/obo/HP_0005093,Absent proximal radial epiphyses,http://purl.obolibrary.org/obo/UBERON_0004413,
http://purl.obolibrary.org/obo/HP_0005102,Cochlear degeneration,http://purl.obolibrary.org/obo/UBERON_0001844,
http://purl.obolibrary.org/obo/HP_0005103,Calcification of the auricular cartilage,http://purl.obolibrary.org/obo/UBERON_0001867,
http://purl.obolibrary.org/obo/HP_0005104,Hypoplastic nasal septum,http://purl.obolibrary.org/obo/UBERON_0001706,
http://purl.obolibrary.org/obo/HP_0005105,Abnormal nasal morphology,http://purl.obolibrary.org/obo/UBERON_0000004,
http://purl.obolibrary.org/obo/HP_0005106,Abnormality of the vertebral endplates,http://purl.obolibrary.org/obo/UBERON_0014386,
http://purl.obolibrary.org/obo/HP_0005107,Abnormal sacrum morphology,http://purl.obolibrary.org/obo/UBERON_0003690,
http://purl.obolibrary.org/obo/HP_0005108,Abnormal intervertebral disk morphology,http://purl.obolibrary.org/obo/UBERON_0001066,
http://purl.obolibrary.org/obo/HP_0005109,Abnormality of the Achilles tendon,http://purl.obolibrary.org/obo/UBERON_0003701,
http://purl.obolibrary.org/obo/HP_0005112,Abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001516,
http://purl.obolibrary.org/obo/HP_0005113,Aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0001508,
http://purl.obolibrary.org/obo/HP_0005120,Abnormal cardiac atrium morphology,http://purl.obolibrary.org/obo/UBERON_0002081,
http://purl.obolibrary.org/obo/HP_0005132,Pericardial constriction,http://purl.obolibrary.org/obo/UBERON_0002407,
http://purl.obolibrary.org/obo/HP_0005134,Absence of the pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0002146,
http://purl.obolibrary.org/obo/HP_0005136,Mitral annular calcification,http://purl.obolibrary.org/obo/UBERON_0005995,
http://purl.obolibrary.org/obo/HP_0005145,Coronary artery stenosis,http://purl.obolibrary.org/obo/UBERON_0001621,
http://purl.obolibrary.org/obo/HP_0005146,Cardiac valve calcification,http://purl.obolibrary.org/obo/UBERON_0000946,
http://purl.obolibrary.org/obo/HP_0005152,Histiocytoid cardiomyopathy,,http://purl.obolibrary.org/obo/CL_0002198
http://purl.obolibrary.org/obo/HP_0005156,Hypoplastic left atrium,http://purl.obolibrary.org/obo/UBERON_0002079,
http://purl.obolibrary.org/obo/HP_0005164,Dysplastic pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0002146,
http://purl.obolibrary.org/obo/HP_0005176,Dysplastic aortic valve,http://purl.obolibrary.org/obo/UBERON_0002137,
http://purl.obolibrary.org/obo/HP_0005180,Tricuspid regurgitation,http://purl.obolibrary.org/obo/UBERON_0002134,
http://purl.obolibrary.org/obo/HP_0005182,Bicuspid pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0002146,
http://purl.obolibrary.org/obo/HP_0005186,Synovial lining hyperplasia,http://purl.obolibrary.org/obo/UBERON_0002217,
http://purl.obolibrary.org/obo/HP_0005198,Stiff interphalangeal joints,http://purl.obolibrary.org/obo/UBERON_0006658,
http://purl.obolibrary.org/obo/HP_0005199,Aplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/UBERON_0002343,
http://purl.obolibrary.org/obo/HP_0005200,Retroperitoneal fibrosis,http://purl.obolibrary.org/obo/UBERON_0002358,
http://purl.obolibrary.org/obo/HP_0005207,Gastric hypertrophy,http://purl.obolibrary.org/obo/UBERON_0000945,
http://purl.obolibrary.org/obo/HP_0005209,Intrahepatic bile duct cysts,http://purl.obolibrary.org/obo/UBERON_0003704,
http://purl.obolibrary.org/obo/HP_0005210,Hypoplastic colon,http://purl.obolibrary.org/obo/UBERON_0001155,
http://purl.obolibrary.org/obo/HP_0005211,Midgut malrotation,http://purl.obolibrary.org/obo/UBERON_0001045,
http://purl.obolibrary.org/obo/HP_0005213,Pancreatic calcification,http://purl.obolibrary.org/obo/UBERON_0001264,
http://purl.obolibrary.org/obo/HP_0005214,Intestinal obstruction,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005222,Bowel diverticulosis,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005223,Duplicated colon,http://purl.obolibrary.org/obo/UBERON_0001155,
http://purl.obolibrary.org/obo/HP_0005224,Rectal abscess,http://purl.obolibrary.org/obo/UBERON_0001052,
http://purl.obolibrary.org/obo/HP_0005225,Intestinal edema,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005229,Jejunoileal ulceration,http://purl.obolibrary.org/obo/UBERON_0002115,
http://purl.obolibrary.org/obo/HP_0005230,Biliary tract obstruction,http://purl.obolibrary.org/obo/UBERON_0001173,
http://purl.obolibrary.org/obo/HP_0005231,Chronic gastritis,http://purl.obolibrary.org/obo/UBERON_0000945,
http://purl.obolibrary.org/obo/HP_0005232,Pancreatic dysplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
http://purl.obolibrary.org/obo/HP_0005233,Hypoplasia of the gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
http://purl.obolibrary.org/obo/HP_0005235,Jejunal atresia,http://purl.obolibrary.org/obo/UBERON_0002115,
http://purl.obolibrary.org/obo/HP_0005237,Degenerative liver disease,http://purl.obolibrary.org/obo/UBERON_0002107,
http://purl.obolibrary.org/obo/HP_0005240,Esophageal obstruction,http://purl.obolibrary.org/obo/UBERON_0001043,
http://purl.obolibrary.org/obo/HP_0005242,Extrahepatic biliary duct atresia,http://purl.obolibrary.org/obo/UBERON_0003703,
http://purl.obolibrary.org/obo/HP_0005244,Gastrointestinal infarctions,http://purl.obolibrary.org/obo/UBERON_0005409,
http://purl.obolibrary.org/obo/HP_0005245,Intestinal hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005247,Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/UBERON_0002378,
http://purl.obolibrary.org/obo/HP_0005248,Intrahepatic biliary atresia,http://purl.obolibrary.org/obo/UBERON_0003704,
http://purl.obolibrary.org/obo/HP_0005254,Unilateral chest hypoplasia,http://purl.obolibrary.org/obo/UBERON_0016416,
http://purl.obolibrary.org/obo/HP_0005255,Absence of pectoralis minor muscle,http://purl.obolibrary.org/obo/UBERON_0001100,
http://purl.obolibrary.org/obo/HP_0005256,Unilateral absence of pectoralis major muscle,http://purl.obolibrary.org/obo/UBERON_0002381,
http://purl.obolibrary.org/obo/HP_0005257,Thoracic hypoplasia,http://purl.obolibrary.org/obo/UBERON_0001443,
http://purl.obolibrary.org/obo/HP_0005258,Pectoral muscle hypoplasia/aplasia,http://purl.obolibrary.org/obo/UBERON_0002381,
http://purl.obolibrary.org/obo/HP_0005261,Joint hemorrhage,http://purl.obolibrary.org/obo/UBERON_0000982,
http://purl.obolibrary.org/obo/HP_0005262,Abnormal synovial membrane morphology,http://purl.obolibrary.org/obo/UBERON_0007617,
http://purl.obolibrary.org/obo/HP_0005263,Gastritis,http://purl.obolibrary.org/obo/UBERON_0000945,
http://purl.obolibrary.org/obo/HP_0005264,Abnormality of the gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
http://purl.obolibrary.org/obo/HP_0005265,Abnormal jejunum morphology,http://purl.obolibrary.org/obo/UBERON_0002115,
http://purl.obolibrary.org/obo/HP_0005266,Intestinal polyp,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005273,Absent nasal septal cartilage,http://purl.obolibrary.org/obo/UBERON_0003407,
http://purl.obolibrary.org/obo/HP_0005274,Prominent nasal tip,http://purl.obolibrary.org/obo/UBERON_0012128,
http://purl.obolibrary.org/obo/HP_0005275,Cartilaginous ossification of nose,http://purl.obolibrary.org/obo/UBERON_0006906,
http://purl.obolibrary.org/obo/HP_0005278,Hypoplastic nasal tip,http://purl.obolibrary.org/obo/UBERON_0012128,
http://purl.obolibrary.org/obo/HP_0005280,Depressed nasal bridge,http://purl.obolibrary.org/obo/UBERON_0008340,
http://purl.obolibrary.org/obo/HP_0005281,Hypoplastic nasal bridge,http://purl.obolibrary.org/obo/UBERON_0008340,
http://purl.obolibrary.org/obo/HP_0005285,Absent nasal bridge,http://purl.obolibrary.org/obo/UBERON_0008340,
http://purl.obolibrary.org/obo/HP_0005288,Abnormal nostril morphology,http://purl.obolibrary.org/obo/UBERON_0005928,
http://purl.obolibrary.org/obo/HP_0005289,Abnormal nasolabial region morphology,http://purl.obolibrary.org/obo/UBERON_0004101,
http://purl.obolibrary.org/obo/HP_0005290,Internal carotid artery hypoplasia,http://purl.obolibrary.org/obo/UBERON_0001532,
http://purl.obolibrary.org/obo/HP_0005293,Venous insufficiency,http://purl.obolibrary.org/obo/UBERON_0001638,
http://purl.obolibrary.org/obo/HP_0005303,Aortic arch calcification,http://purl.obolibrary.org/obo/UBERON_0001508,
http://purl.obolibrary.org/obo/HP_0005304,Hypoplastic pulmonary veins,http://purl.obolibrary.org/obo/UBERON_0002016,
http://purl.obolibrary.org/obo/HP_0005305,Cerebral venous thrombosis,http://purl.obolibrary.org/obo/UBERON_0001663,
http://purl.obolibrary.org/obo/HP_0005306,Capillary hemangioma,http://purl.obolibrary.org/obo/UBERON_0001982,
http://purl.obolibrary.org/obo/HP_0005311,Agenesis of pulmonary vessels,http://purl.obolibrary.org/obo/UBERON_0000102,
http://purl.obolibrary.org/obo/HP_0005320,Lack of facial subcutaneous fat,http://purl.obolibrary.org/obo/UBERON_0002190,
http://purl.obolibrary.org/obo/HP_0005322,Prominent nasal septum,http://purl.obolibrary.org/obo/UBERON_0001706,
http://purl.obolibrary.org/obo/HP_0005326,Hypoplastic philtrum,http://purl.obolibrary.org/obo/UBERON_0005402,
http://purl.obolibrary.org/obo/HP_0005332,Recurrent mandibular subluxations,http://purl.obolibrary.org/obo/UBERON_0001684,
http://purl.obolibrary.org/obo/HP_0005336,Forehead hyperpigmentation,http://purl.obolibrary.org/obo/UBERON_0016475,
http://purl.obolibrary.org/obo/HP_0005343,Hypoplasia of the bladder,http://purl.obolibrary.org/obo/UBERON_0001255,
http://purl.obolibrary.org/obo/HP_0005344,Abnormal carotid artery morphology,http://purl.obolibrary.org/obo/UBERON_0001530,
http://purl.obolibrary.org/obo/HP_0005345,Abnormal vena cava morphology,http://purl.obolibrary.org/obo/UBERON_0004087,
http://purl.obolibrary.org/obo/HP_0005347,Tracheal cartilaginous sleeve,http://purl.obolibrary.org/obo/UBERON_0003126,
http://purl.obolibrary.org/obo/HP_0005349,Hypoplasia of the epiglottis,http://purl.obolibrary.org/obo/UBERON_0000388,
http://purl.obolibrary.org/obo/HP_0005359,Aplasia of the thymus,http://purl.obolibrary.org/obo/UBERON_0002370,
http://purl.obolibrary.org/obo/HP_0005365,Severe B lymphocytopenia,,http://purl.obolibrary.org/obo/CL_0000236
http://purl.obolibrary.org/obo/HP_0005372,Abnormality of B cell physiology,,http://purl.obolibrary.org/obo/CL_0000236
http://purl.obolibrary.org/obo/HP_0005374,Cellular immunodeficiency,,http://purl.obolibrary.org/obo/CL_0000000
http://purl.obolibrary.org/obo/HP_0005400,Reduction of neutrophil motility,,http://purl.obolibrary.org/obo/CL_0000775
http://purl.obolibrary.org/obo/HP_0005403,Decreased total T cell count,,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/HP_0005404,Increased total B cell count,,http://purl.obolibrary.org/obo/CL_0000236
http://purl.obolibrary.org/obo/HP_0005415,Decreased CD8+ T cell proportion,,http://purl.obolibrary.org/obo/CL_0000084
http://purl.obolibrary.org/obo/HP_0005422,Absence of CD8-positive T cells,,http://purl.obolibrary.org/obo/CL_0000625
http://purl.obolibrary.org/obo/HP_0005441,Sclerotic cranial sutures,http://purl.obolibrary.org/obo/UBERON_0003685,
http://purl.obolibrary.org/obo/HP_0005442,Widely patent coronal suture,http://purl.obolibrary.org/obo/UBERON_0002489,
http://purl.obolibrary.org/obo/HP_0005445,Enlarged posterior fossa,http://purl.obolibrary.org/obo/UBERON_0008788,
http://purl.obolibrary.org/obo/HP_0005450,Calvarial osteosclerosis,http://purl.obolibrary.org/obo/UBERON_0004339,
http://purl.obolibrary.org/obo/HP_0005451,Decreased cranial base ossification,http://purl.obolibrary.org/obo/UBERON_0002517,
http://purl.obolibrary.org/obo/HP_0005453,Absent/hypoplastic paranasal sinuses,http://purl.obolibrary.org/obo/UBERON_0001825,
http://purl.obolibrary.org/obo/HP_0005456,Absent ethmoidal sinuses,http://purl.obolibrary.org/obo/UBERON_0002453,
http://purl.obolibrary.org/obo/HP_0005458,Premature closure of fontanelles,http://purl.obolibrary.org/obo/UBERON_0002221,
http://purl.obolibrary.org/obo/HP_0005462,Calcification of falx cerebri,http://purl.obolibrary.org/obo/UBERON_0006059,
http://purl.obolibrary.org/obo/HP_0005463,Elongated sella turcica,http://purl.obolibrary.org/obo/UBERON_0003689,
http://purl.obolibrary.org/obo/HP_0005464,Craniofacial osteosclerosis,http://purl.obolibrary.org/obo/UBERON_0011156,
http://purl.obolibrary.org/obo/HP_0005466,Hypoplasia of the frontal bone,http://purl.obolibrary.org/obo/UBERON_0000209,
http://purl.obolibrary.org/obo/HP_0005469,Flat occiput,http://purl.obolibrary.org/obo/UBERON_0001676,
http://purl.obolibrary.org/obo/HP_0005472,Orbital craniosynostosis,http://purl.obolibrary.org/obo/UBERON_0001697,
http://purl.obolibrary.org/obo/HP_0005473,Fusion of middle ear ossicles,http://purl.obolibrary.org/obo/UBERON_0001686,
http://purl.obolibrary.org/obo/HP_0005474,Decreased calvarial ossification,http://purl.obolibrary.org/obo/UBERON_0004339,
http://purl.obolibrary.org/obo/HP_0005476,Widely patent sagittal suture,http://purl.obolibrary.org/obo/UBERON_0002492,
http://purl.obolibrary.org/obo/HP_0005477,Progressive sclerosis of skull base,http://purl.obolibrary.org/obo/UBERON_0002517,
http://purl.obolibrary.org/obo/HP_0005478,Prominent frontal sinuses,http://purl.obolibrary.org/obo/UBERON_0001760,
http://purl.obolibrary.org/obo/HP_0005479,Decreased circulating IgE concentration,http://purl.obolibrary.org/obo/UBERON_0000178,
http://purl.obolibrary.org/obo/HP_0005483,Abnormal epiglottis morphology,http://purl.obolibrary.org/obo/UBERON_0000388,
http://purl.obolibrary.org/obo/HP_0005484,Secondary microcephaly,http://purl.obolibrary.org/obo/UBERON_0000033,
http://purl.obolibrary.org/obo/HP_0005486,Small fontanelle,http://purl.obolibrary.org/obo/UBERON_0002221,
http://purl.obolibrary.org/obo/HP_0005487,Prominent metopic ridge,http://purl.obolibrary.org/obo/UBERON_0002490,
http://purl.obolibrary.org/obo/HP_0005494,Premature posterior fontanelle closure,http://purl.obolibrary.org/obo/UBERON_0006683,
http://purl.obolibrary.org/obo/HP_0005510,Transient erythroblastopenia,,http://purl.obolibrary.org/obo/CL_0000765
http://purl.obolibrary.org/obo/HP_0005513,Increased megakaryocyte count,,http://purl.obolibrary.org/obo/CL_0000556
http://purl.obolibrary.org/obo/HP_0005537,Decreased mean platelet volume,,http://purl.obolibrary.org/obo/CL_0000233
http://purl.obolibrary.org/obo/HP_0005548,Megakaryocytopenia,,http://purl.obolibrary.org/obo/CL_0000556
http://purl.obolibrary.org/obo/HP_0005556,Abnormality of the metopic suture,http://purl.obolibrary.org/obo/UBERON_0002490,
http://purl.obolibrary.org/obo/HP_0005557,Abnormal zygomatic arch morphology,http://purl.obolibrary.org/obo/UBERON_0002500,
http://purl.obolibrary.org/obo/HP_0005561,Abnormal bone marrow cell morphology,,http://purl.obolibrary.org/obo/CL_0002092
http://purl.obolibrary.org/obo/HP_0005563,Decreased numbers of nephrons,http://purl.obolibrary.org/obo/UBERON_0001285,
http://purl.obolibrary.org/obo/HP_0005580,Duplication of renal pelvis,http://purl.obolibrary.org/obo/UBERON_0001224,
http://purl.obolibrary.org/obo/HP_0005599,Hypopigmentation of hair,http://purl.obolibrary.org/obo/UBERON_0001037,
http://purl.obolibrary.org/obo/HP_0005606,Hyperpigmented nevi and streak,http://purl.obolibrary.org/obo/UBERON_0000160,
http://purl.obolibrary.org/obo/HP_0005607,Abnormal tracheobronchial morphology,http://purl.obolibrary.org/obo/UBERON_0007196,
http://purl.obolibrary.org/obo/HP_0005609,Gallbladder dysfunction,http://purl.obolibrary.org/obo/UBERON_0002110,
http://purl.obolibrary.org/obo/HP_0005613,Aplasia/hypoplasia of the femur,http://purl.obolibrary.org/obo/UBERON_0000981,
http://purl.obolibrary.org/obo/HP_0005616,Accelerated skeletal maturation,http://purl.obolibrary.org/obo/UBERON_0004288,
http://purl.obolibrary.org/obo/HP_0005619,Thoracolumbar kyphosis,http://purl.obolibrary.org/obo/UBERON_0009568,
http://purl.obolibrary.org/obo/HP_0005620,Hypermobility of interphalangeal joints,http://purl.obolibrary.org/obo/UBERON_0006658,
http://purl.obolibrary.org/obo/HP_0005621,Trapezoidal vertebral body,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0005622,Broad long bones,http://purl.obolibrary.org/obo/UBERON_0002495,
http://purl.obolibrary.org/obo/HP_0005623,Absent ossification of calvaria,http://purl.obolibrary.org/obo/UBERON_0004339,
http://purl.obolibrary.org/obo/HP_0005625,Osteoporosis of vertebrae,http://purl.obolibrary.org/obo/UBERON_0002412,
http://purl.obolibrary.org/obo/HP_0005632,Absent forearm,http://purl.obolibrary.org/obo/UBERON_0002386,
http://purl.obolibrary.org/obo/HP_0005638,Decreased anterioposterior diameter of lumbar vertebral bodies,http://purl.obolibrary.org/obo/UBERON_0001075,
http://purl.obolibrary.org/obo/HP_0005643,Short 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,
