iri,label,type,source
http://identifiers.org/hgnc/678,ARHGDIA,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/694,ARL3,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/694,ARL3,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/694,ARL3,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/11425,STS,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/11425,STS,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/728,ARVCF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/728,ARVCF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/728,ARVCF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/746,ASL,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/795,ATM,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/9965,RERE,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/9965,RERE,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/9965,RERE,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/9965,RERE,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/799,ATP1A1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/799,ATP1A1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/799,ATP1A1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/4026,FXYD2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/823,ATP5F1A,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/837,ATP5F1D,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/838,ATP5F1E,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/853,ATP6V1B1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/853,ATP6V1B1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/854,ATP6V1B2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/854,ATP6V1B2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/857,ATP6V1E1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/869,ATP7A,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/870,ATP7B,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/870,ATP7B,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/870,ATP7B,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/886,ATRX,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/886,ATRX,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/886,ATRX,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/886,ATRX,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/897,AVPR2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/897,AVPR2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/914,B2M,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/914,B2M,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/959,BAX,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/966,BBS1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/966,BBS1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/966,BBS1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/966,BBS1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/966,BBS1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/967,BBS2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/969,BBS4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1582,CCND1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1020,BCS1L,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1020,BCS1L,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1037,CFB,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1037,CFB,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1037,CFB,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1037,CFB,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1057,BLK,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1057,BLK,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1057,BLK,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1057,BLK,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1058,BLM,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1071,BMP4,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1076,BMPR1A,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1100,BRCA1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1100,BRCA1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1100,BRCA1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1100,BRCA1,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1097,BRAF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1097,BRAF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1097,BRAF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1097,BRAF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1097,BRAF,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
http://identifiers.org/hgnc/1101,BRCA2,http://purl.bioontology.org/ontology/HGNC/gene,https://purl.humanatlas.io/vocab/hp
