HPO_IRI,HPO_Label,Property,Filler_IRI,Filler_Label,Obsolete,Replacement_IRI,Replacement_Label
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,towards,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006152,Proximal symphalangism of hands,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006155,Long phalanx of finger,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001463,manual digit 1,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002389,manual digit,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006156,Ulnar deviation of thumb,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001463,manual digit 1,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of,http://purl.obolibrary.org/obo/UBERON_0019246,palmar skin crease,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0019246,palmar skin crease,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002097,skin of body,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002199,integument,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,part of,http://purl.obolibrary.org/obo/UBERON_0000467,anatomical system,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,has 2D boundary,http://purl.obolibrary.org/obo/UBERON_0006984,anatomical surface,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,has developmental contribution from,http://purl.obolibrary.org/obo/UBERON_0002342,neural crest,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,part of,http://purl.obolibrary.org/obo/UBERON_0002199,integument,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,develops from,http://purl.obolibrary.org/obo/UBERON_0011272,embryonic skin basal layer,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,composed primarily of,http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,part of,http://purl.obolibrary.org/obo/UBERON_0008878,palmar part of manus,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0008878,palmar part of manus,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006157,Prominent palmar flexion creases,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5006049,digit 2 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5006050,digit 3 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5006051,digit 4 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5003622,manual digit 2 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5003623,manual digit 3 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5003624,manual digit 4 plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,towards,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,towards,http://purl.obolibrary.org/obo/UBERON_0001442,skeleton of manus,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,towards,http://purl.obolibrary.org/obo/UBERON_0012475,skeleton of pectoral complex,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006159,Mesoaxial hand polydactyly,part of,http://purl.obolibrary.org/obo/UBERON_0010707,appendage girdle complex,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002374,metacarpal bone,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010741,bone of pectoral complex,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002374,metacarpal bone,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002495,long bone,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002374,metacarpal bone,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010741,bone of pectoral complex,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001442,skeleton of manus,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0012475,skeleton of pectoral complex,False,,
http://purl.obolibrary.org/obo/HP_0006161,Short metacarpals with rounded proximal ends,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004288,skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of,http://purl.obolibrary.org/obo/UBERON_0007722,interphalangeal joint of manus,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006162,Soft tissue swelling of interphalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003695,metacarpophalangeal joint,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of,http://purl.obolibrary.org/obo/UBERON_0007722,interphalangeal joint of manus,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0006163,Enlarged metacarpophalangeal joints,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002389,manual digit,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0012354,acropodium region,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_5002544,digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,has part,http://purl.obolibrary.org/obo/UBERON_0015023,phalanx endochondral element,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,contributes to morphology of,http://purl.obolibrary.org/obo/UBERON_0002470,autopod region,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0002102,forelimb,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0012141,manual digitopodium region,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_5002389,manual digit plus metapodial segment,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002398,manus,False,,
http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001460,arm,False,,
