id	subject	predicate	object	category	agent_type	gene_expr	knowledge_level	knowledge_source	primary_knowledge_source	source
urn:uuid:319afae6-2ba9-415e-af9f-6f44e889e903	HGNC:676	biolink:expressed_in	CL:1001109	biolink:GeneToEntityAssociation	automated_agent	3.5671468377113342	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:ba420f91-62b5-4c88-8fa4-3c6f7ccbd684	HGNC:676	biolink:expressed_in	CL:1001108	biolink:GeneToEntityAssociation	automated_agent	2.713656425476074	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:c187d93a-c49e-417a-8ed8-45b6254c8046	HGNC:676	biolink:expressed_in	CL:0000653	biolink:GeneToEntityAssociation	automated_agent	2.853489637374878	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:b773f7ce-4990-4551-b91e-d351ddc7e54b	HGNC:676	biolink:expressed_in	CL:4030009	biolink:GeneToEntityAssociation	automated_agent	2.949375152587891	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5cd3c124-8b2e-420d-9c14-b98f02321604	HGNC:676	biolink:expressed_in	CL:4030011	biolink:GeneToEntityAssociation	automated_agent	2.513512372970581	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:336091d0-5dd0-4a75-8f85-2655ff00cebb	HGNC:934	biolink:expressed_in	CL:4030016	biolink:GeneToEntityAssociation	automated_agent	1.9422807744704182	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a9deeb9a-5671-4eaa-9804-5c8075ca6729	HGNC:934	biolink:expressed_in	CL:1000597	biolink:GeneToEntityAssociation	automated_agent	0.2310490608215332	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:84db36d0-a81f-43f7-855f-c9c3bfa7a0e1	HGNC:934	biolink:expressed_in	CL:1001108	biolink:GeneToEntityAssociation	automated_agent	1.3485950367017225	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5b29e009-145c-4238-b64a-572b4c3d6d23	HGNC:934	biolink:expressed_in	CL:0000097	biolink:GeneToEntityAssociation	automated_agent	1.2094040314356487	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:fa3ef225-82d2-43e6-99dd-fd934d464f19	HGNC:934	biolink:expressed_in	CL:1000715	biolink:GeneToEntityAssociation	automated_agent	0.1485442519187927	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:6f2a86b5-7290-4688-8e51-81eb56093e87	ENSEMBL:ENSG00000276193.1	biolink:expressed_in	CL:4030016	biolink:GeneToEntityAssociation	automated_agent	0.0001555451890453696	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:ec10b194-da17-4f65-afbe-1356ff9a95f3	HGNC:19953	biolink:expressed_in	CL:4030017	biolink:GeneToEntityAssociation	automated_agent	0.625	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:f2da3aba-e94b-41a1-a436-c59cfb783e8d	HGNC:19953	biolink:expressed_in	CL:1001108	biolink:GeneToEntityAssociation	automated_agent	2.050025463104248	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:1f535d26-7f98-4bb3-b6ce-25fa3fb859f3	HGNC:33235	biolink:expressed_in	CL:4030018	biolink:GeneToEntityAssociation	automated_agent	11.092853784561157	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:eca908e2-6194-4ec6-baeb-fa87730456be	HGNC:33235	biolink:expressed_in	CL:1000717	biolink:GeneToEntityAssociation	automated_agent	3.108636379241943	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:6a3040ad-56ea-4109-9a10-f90ec07894ca	HGNC:33235	biolink:expressed_in	CL:1000716	biolink:GeneToEntityAssociation	automated_agent	17.221773386001587	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:d62d24a4-efd7-49af-a9ac-19227f900fd1	HGNC:33235	biolink:expressed_in	CL:1000718	biolink:GeneToEntityAssociation	automated_agent	6.189594410359859	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:9a183b69-d758-4a1a-a2ac-2efd2e880158	HGNC:33235	biolink:expressed_in	CL:1000714	biolink:GeneToEntityAssociation	automated_agent	8.265498876571657	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:01209287-ea68-449c-ba1a-5745d56f8e99	HGNC:33235	biolink:expressed_in	CL:4030020	biolink:GeneToEntityAssociation	automated_agent	2.886844873428345	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:3e263a99-7951-461d-a2b5-0bb8ed7ae544	HGNC:33235	biolink:expressed_in	CL:1000768	biolink:GeneToEntityAssociation	automated_agent	1.6801599711179733	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:bab81f9f-c79c-47bf-a7cf-217887c450ee	ENSEMBL:ENSG00000227885.3	biolink:expressed_in	CL:4030018	biolink:GeneToEntityAssociation	automated_agent	0.005419580265879631	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:aeeec1d5-119c-4cbb-895f-2bca4a26b854	ENSEMBL:ENSG00000249334.1	biolink:expressed_in	CL:4030020	biolink:GeneToEntityAssociation	automated_agent	0.28125	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:67f97853-e18b-4627-afea-ab08e252557c	HGNC:1044	biolink:expressed_in	CL:4030022	biolink:GeneToEntityAssociation	automated_agent	1.743590116500854	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5d3025b5-1fb8-4e43-ba4a-a870f4d641dc	HGNC:1044	biolink:expressed_in	CL:1001318	biolink:GeneToEntityAssociation	automated_agent	2.143839101142743	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:c6095e93-b913-4386-8304-bd3c77461be9	HGNC:1044	biolink:expressed_in	CL:1000692	biolink:GeneToEntityAssociation	automated_agent	1.3006022139029072	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:546694de-2cd2-41cd-9dc5-2af9883450c7	HGNC:1044	biolink:expressed_in	CL:0000653	biolink:GeneToEntityAssociation	automated_agent	0.4285714626312256	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:67bb5fc0-5de5-4627-8a35-9cfec30a53f3	HGNC:1044	biolink:expressed_in	CL:1000452	biolink:GeneToEntityAssociation	automated_agent	1.6594916887973483	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8caae32f-c1ce-436c-a8b8-4cfaa8888dcc	HGNC:1044	biolink:expressed_in	CL:4030012	biolink:GeneToEntityAssociation	automated_agent	1.73158323764801	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:4340f0cb-8414-4513-8a10-705d2b0e2dae	HGNC:1044	biolink:expressed_in	CL:0000650	biolink:GeneToEntityAssociation	automated_agent	1.5913835566710024	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:b3743351-e74d-479c-8698-b1f44390234f	HGNC:1044	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	0.06756757199764252	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:17fdf273-ccce-4f90-a7ca-ea34cb7801f2	HGNC:1044	biolink:expressed_in	CL:0000786	biolink:GeneToEntityAssociation	automated_agent	0.1732867956161499	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:e547a5cc-b829-4379-b81f-a3a5eb2b2e5b	HGNC:1044	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	0.29741378128528595	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:1b6fe579-11eb-4fd5-bbb4-9915bd30c90f	HGNC:15997	biolink:expressed_in	CL:4030022	biolink:GeneToEntityAssociation	automated_agent	1.8047798871994019	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:c5563d39-7242-4a63-9eb8-24dcfe709ffb	HGNC:15997	biolink:expressed_in	CL:1000692	biolink:GeneToEntityAssociation	automated_agent	0.8765937004770551	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:26ab2a6b-defa-4fa3-a30b-6d95aaa2eb7e	HGNC:15997	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	0.231843575835228	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:aa3a54c5-929f-4034-9a36-8efb1851443a	HGNC:15997	biolink:expressed_in	CL:1000716	biolink:GeneToEntityAssociation	automated_agent	2.358382225036621	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:73cd9846-fdf9-4b6f-a2ac-821cc1ef3fca	HGNC:15997	biolink:expressed_in	CL:4030017	biolink:GeneToEntityAssociation	automated_agent	0.4166666865348816	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8ccc4d8a-2338-412a-987c-5022192f8684	HGNC:15997	biolink:expressed_in	CL:0002138	biolink:GeneToEntityAssociation	automated_agent	0.08695652335882187	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:55d9c434-9607-44eb-9216-3b6509d3afa0	HGNC:15997	biolink:expressed_in	CL:1001131	biolink:GeneToEntityAssociation	automated_agent	0.7727273106575012	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a1c582e8-375c-4ea3-8dac-57b27df5714c	HGNC:15997	biolink:expressed_in	CL:1000718	biolink:GeneToEntityAssociation	automated_agent	1.913162648677826	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:0b84e451-6002-490b-a9b7-b7de91e40e6c	HGNC:15997	biolink:expressed_in	CL:1001109	biolink:GeneToEntityAssociation	automated_agent	1.716409802436829	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:f2d13a52-fc9a-4d0a-8a98-849dd5f3dc51	HGNC:15997	biolink:expressed_in	CL:1001318	biolink:GeneToEntityAssociation	automated_agent	1.012820601463318	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:58b1504a-31ef-4c56-be5f-82a4cce289a0	HGNC:15997	biolink:expressed_in	CL:0000890	biolink:GeneToEntityAssociation	automated_agent	2.443570852279663	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:082bbd3e-8f3a-416e-b2c5-b7d2cdf764f8	HGNC:17068	biolink:expressed_in	CL:4030022	biolink:GeneToEntityAssociation	automated_agent	3.4959822364828805	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:c1576275-5956-4891-982c-de843df4c965	HGNC:17068	biolink:expressed_in	CL:0000650	biolink:GeneToEntityAssociation	automated_agent	1.6919744193553925	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8dc72ef5-8f22-42a6-b97b-565c7788c68d	HGNC:17068	biolink:expressed_in	CL:1000692	biolink:GeneToEntityAssociation	automated_agent	3.2081632539629936	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:e756eb43-c0fe-4636-9f63-70762d9a0f16	HGNC:17068	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	0.5252524614334106	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:1a32c1ee-b9ca-4d78-bd42-888b7714fe31	HGNC:17068	biolink:expressed_in	CL:0001058	biolink:GeneToEntityAssociation	automated_agent	0.6212266683578491	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:29548ad3-bad7-4631-9db6-27bb863fc7c3	HGNC:17068	biolink:expressed_in	CL:1000452	biolink:GeneToEntityAssociation	automated_agent	1.5218999023948396	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:17cc6555-933d-414e-9a94-79effba628f1	HGNC:17068	biolink:expressed_in	CL:1000597	biolink:GeneToEntityAssociation	automated_agent	0.1875	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:d4ba7d10-12bc-44be-8887-d03c896911ac	HGNC:17068	biolink:expressed_in	CL:1001318	biolink:GeneToEntityAssociation	automated_agent	2.7674309611320496	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8bf36d7d-ffaf-4451-a1d3-d8a07a2649ab	HGNC:11496	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	1.2890085136068279	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5746ae9a-f76e-4d89-9be5-99e8043c1278	HGNC:11496	biolink:expressed_in	CL:1001005	biolink:GeneToEntityAssociation	automated_agent	0.5024823248386383	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a2229e3f-410e-4b1e-8f0f-9f81d5692e08	HGNC:11496	biolink:expressed_in	CL:4030009	biolink:GeneToEntityAssociation	automated_agent	0.5277777910232544	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:c1d7e475-432d-4f90-8485-9c4fe0d669a4	HGNC:11496	biolink:expressed_in	CL:0000650	biolink:GeneToEntityAssociation	automated_agent	1.666666746139526	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:07f490c3-7d81-4ce5-bb39-bd39db00c9c2	HGNC:11496	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	3.3033826351165767	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:42702d8d-4391-4de2-9086-98686cae4e6b	HGNC:11496	biolink:expressed_in	CL:1001318	biolink:GeneToEntityAssociation	automated_agent	1.1536356210708616	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:352f0291-262a-4c56-aed9-ea744d4feefe	HGNC:11496	biolink:expressed_in	CL:4030022	biolink:GeneToEntityAssociation	automated_agent	0.36742908123767737	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:60014e17-7fce-465c-9b18-5006c72f4e07	HGNC:11496	biolink:expressed_in	CL:0002138	biolink:GeneToEntityAssociation	automated_agent	0.5008996427059174	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:bb7c931b-d696-45ca-aed6-70b2dc7aa7fd	HGNC:11496	biolink:expressed_in	CL:0000648	biolink:GeneToEntityAssociation	automated_agent	1.300000071525574	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:894827f6-7081-4560-97cd-3a366b813a01	HGNC:11496	biolink:expressed_in	CL:4030017	biolink:GeneToEntityAssociation	automated_agent	0.5833333134651184	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:80789129-dbe7-494a-834c-443b3528063e	HGNC:11496	biolink:expressed_in	CL:4030018	biolink:GeneToEntityAssociation	automated_agent	0.5563725233078003	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8fc131d7-7237-4f2e-b3da-b7f5466b3ec9	HGNC:11496	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	0.46939716935157777	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:fb9c003d-6f5e-41a6-b8ee-fdab66850732	HGNC:11496	biolink:expressed_in	CL:1000692	biolink:GeneToEntityAssociation	automated_agent	0.3320707082748413	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:e0e8d3c8-2a3d-4459-85bc-e1d2582e0ea7	HGNC:11496	biolink:expressed_in	CL:0002573	biolink:GeneToEntityAssociation	automated_agent	3.0581231911977134	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:cfb88d49-2371-4d54-bf79-a03aaed2334c	HGNC:11496	biolink:expressed_in	CL:1001131	biolink:GeneToEntityAssociation	automated_agent	0.786124587059021	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:23c5667e-fd9f-416e-9925-a62a90f0780d	HGNC:3357	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	0.0806012030947825	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a30758dd-1997-46f5-b305-20a00b7e9ee9	HGNC:3357	biolink:expressed_in	CL:4030009	biolink:GeneToEntityAssociation	automated_agent	0.17609582096338272	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:fa961a24-84c7-47a5-9843-7d291faf8c85	HGNC:3357	biolink:expressed_in	CL:4030011	biolink:GeneToEntityAssociation	automated_agent	0.7472222000360488	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a4f4c992-be81-4832-97cc-c23c78f43855	HGNC:3357	biolink:expressed_in	CL:0000097	biolink:GeneToEntityAssociation	automated_agent	1.0	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:3aacee83-5621-4e08-83c0-8db9b55d04a9	HGNC:3357	biolink:expressed_in	CL:0001058	biolink:GeneToEntityAssociation	automated_agent	2.790504455566406	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:4ce08ea1-45db-485a-8c69-b6e4ee274cdc	HGNC:7001	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	3.1804263189378132	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:53f39fad-5683-418b-80dc-71eb07138425	HGNC:7001	biolink:expressed_in	CL:0000650	biolink:GeneToEntityAssociation	automated_agent	0.05276140570640564	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:d47c8c43-d42c-42e8-b708-144e9e589b44	HGNC:7001	biolink:expressed_in	CL:1001005	biolink:GeneToEntityAssociation	automated_agent	0.6500388731559118	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:196e18c5-0b87-48ef-ac14-3223b7b9c3e4	HGNC:7001	biolink:expressed_in	CL:1000692	biolink:GeneToEntityAssociation	automated_agent	2.787151207526525	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:020933ee-449b-49b5-89aa-59c4764868c8	HGNC:7001	biolink:expressed_in	CL:1001131	biolink:GeneToEntityAssociation	automated_agent	5.997238283178636	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:8dae471c-582a-4c65-b5a6-e9d885f03777	HGNC:7001	biolink:expressed_in	CL:0000648	biolink:GeneToEntityAssociation	automated_agent	1.8643699288368225	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:e79572d3-0672-4e66-81f4-083a6d16cfd6	HGNC:7001	biolink:expressed_in	CL:1001318	biolink:GeneToEntityAssociation	automated_agent	1.7559902806367194	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a6b99ebe-3f2f-457f-ae6d-ea44403d2196	HGNC:7001	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	1.9779475870586576	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5e7941bf-89c1-45ec-8167-333c8fdd76ff	HGNC:7001	biolink:expressed_in	CL:1000714	biolink:GeneToEntityAssociation	automated_agent	1.9463034868240354	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:e54ea8a0-5b6c-41a2-b8c4-0aedc6c13ab8	HGNC:7001	biolink:expressed_in	CL:4030022	biolink:GeneToEntityAssociation	automated_agent	1.13841593824327	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:20740c50-3b4f-46c7-9d59-c47ff5cead63	HGNC:7001	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	3.2476560413142885	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:a3911358-f9a8-4fa1-b732-141917832c00	HGNC:7001	biolink:expressed_in	CL:0000097	biolink:GeneToEntityAssociation	automated_agent	0.02864583395421505	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5d68c45e-ef3f-4543-b68b-aff89ad27ceb	HGNC:7001	biolink:expressed_in	CL:1000452	biolink:GeneToEntityAssociation	automated_agent	0.8398013114929199	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:b990aa7f-ab0e-4813-a3fe-3cfe09a5d43f	HGNC:7001	biolink:expressed_in	CL:0002138	biolink:GeneToEntityAssociation	automated_agent	2.502220392227173	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:930486f4-02f2-41f1-8731-437349be4f00	HGNC:7001	biolink:expressed_in	CL:1000768	biolink:GeneToEntityAssociation	automated_agent	2.796709537506104	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:d546fcbe-697b-4a0c-9e77-32a61f27cd94	HGNC:7884	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	1.9659662584463755	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:7442f178-7a6e-4467-ab11-49dbef41cccd	HGNC:7884	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	0.6666666865348816	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:1e3d6332-5142-4fd2-b5bf-6fd50a67c46e	HGNC:7884	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	2.1769280433654785	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:ae9cf833-21d9-46d3-975c-d994fc09202f	HGNC:7884	biolink:expressed_in	CL:1001005	biolink:GeneToEntityAssociation	automated_agent	0.2258064448833466	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:4a76b59e-189e-489c-b6ed-642224561000	HGNC:8981	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	4.4962223917245865	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:5ed47123-5cc9-4db2-9148-c9c580ad7961	HGNC:8981	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	1.2740429043769836	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:785c1b7e-025f-416a-be1c-2af42b467291	HGNC:8981	biolink:expressed_in	CL:1001005	biolink:GeneToEntityAssociation	automated_agent	1.3289335966110227	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:890483e1-cd94-4f1f-8f62-cb3f4dffd4d2	HGNC:8981	biolink:expressed_in	CL:0000236	biolink:GeneToEntityAssociation	automated_agent	0.0714285746216774	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:ec08d51f-3ac4-49b2-b57c-cd5046412a61	HGNC:11642	biolink:expressed_in	NCIT:peritubular-capilary-endothelial	biolink:GeneToEntityAssociation	automated_agent	2.019241022627528	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:045e4650-3368-4a73-8972-9d9ce2bd610e	HGNC:11642	biolink:expressed_in	CL:0000650	biolink:GeneToEntityAssociation	automated_agent	0.11773995558420818	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:276b6999-afba-499e-b6d0-4903e448201d	HGNC:11642	biolink:expressed_in	CL:0002138	biolink:GeneToEntityAssociation	automated_agent	0.2797979861497879	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:1836d668-8215-4ead-9475-a8573815bd12	HGNC:11642	biolink:expressed_in	CL:0002573	biolink:GeneToEntityAssociation	automated_agent	1.4211431741714478	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:fecd466c-cd5a-4d8a-aae0-70e8b55d6108	HGNC:11642	biolink:expressed_in	CL:0000648	biolink:GeneToEntityAssociation	automated_agent	0.3390803337097168	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:50e78bee-d240-46ef-8805-9c8f2c3a191f	HGNC:11642	biolink:expressed_in	CL:1001005	biolink:GeneToEntityAssociation	automated_agent	1.049947176128626	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:87b03b6f-b3f0-4f1f-9a73-38eab49244a2	HGNC:11642	biolink:expressed_in	NCIT:descending-vasa-recta-endothelial	biolink:GeneToEntityAssociation	automated_agent	1.844198107719421	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
urn:uuid:2f2b4ece-0a37-43bd-858e-5108e90427a8	HGNC:11642	biolink:expressed_in	CL:1000412	biolink:GeneToEntityAssociation	automated_agent	2.0779222249984746	statistical_association	hra-pop-kidney-edges.csv	https://purl.humanatlas.io/graph/hra-pop	
