id	category	name	provided_by	symbol
HGNC:30320	biolink:Gene	ARHGAP22	https://purl.humanatlas.io/graph/hra-pop	ARHGAP22
HGNC:30438	biolink:Gene	MB21D2	https://purl.humanatlas.io/graph/hra-pop	MB21D2
HGNC:13531	biolink:Gene	ATP8A1	https://purl.humanatlas.io/graph/hra-pop	ATP8A1
HGNC:6484	biolink:Gene	LAMA4	https://purl.humanatlas.io/graph/hra-pop	LAMA4
HGNC:19291	biolink:Gene	CSMD3	https://purl.humanatlas.io/graph/hra-pop	CSMD3
HGNC:19761	biolink:Gene	RUFY2	https://purl.humanatlas.io/graph/hra-pop	RUFY2
HGNC:2855	biolink:Gene	DGKI	https://purl.humanatlas.io/graph/hra-pop	DGKI
HGNC:2652	biolink:Gene	CYP7B1	https://purl.humanatlas.io/graph/hra-pop	CYP7B1
ENSEMBL:ENSG00000274653.1	biolink:Gene	ENSG00000274653.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000274653.1
HGNC:17358	biolink:Gene	TPK1	https://purl.humanatlas.io/graph/hra-pop	TPK1
HGNC:29323	biolink:Gene	WDFY4	https://purl.humanatlas.io/graph/hra-pop	WDFY4
HGNC:9799	biolink:Gene	RABL2A	https://purl.humanatlas.io/graph/hra-pop	RABL2A
HGNC:23614	biolink:Gene	ST6GALNAC1	https://purl.humanatlas.io/graph/hra-pop	ST6GALNAC1
HGNC:43716	biolink:Gene	LINC00853	https://purl.humanatlas.io/graph/hra-pop	LINC00853
HGNC:53163	biolink:Gene	SLC5A4-AS1	https://purl.humanatlas.io/graph/hra-pop	SLC5A4-AS1
HGNC:37073	biolink:Gene	CASTOR2	https://purl.humanatlas.io/graph/hra-pop	CASTOR2
HGNC:14336	biolink:Gene	PLEKHA2	https://purl.humanatlas.io/graph/hra-pop	PLEKHA2
HGNC:11098	biolink:Gene	SMARCA2	https://purl.humanatlas.io/graph/hra-pop	SMARCA2
HGNC:12377	biolink:Gene	TSIX	https://purl.humanatlas.io/graph/hra-pop	TSIX
HGNC:2068	biolink:Gene	CLK1	https://purl.humanatlas.io/graph/hra-pop	CLK1
HGNC:26213	biolink:Gene	RERGL	https://purl.humanatlas.io/graph/hra-pop	RERGL
ENSEMBL:ENSG00000267062.1	biolink:Gene	ENSG00000267062.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000267062.1
HGNC:40691	biolink:Gene	TINAG-AS1	https://purl.humanatlas.io/graph/hra-pop	TINAG-AS1
ENSEMBL:ENSG00000259366.1	biolink:Gene	ENSG00000259366.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000259366.1
HGNC:14068	biolink:Gene	HDAC5	https://purl.humanatlas.io/graph/hra-pop	HDAC5
HGNC:36896	biolink:Gene	RPL23AP45	https://purl.humanatlas.io/graph/hra-pop	RPL23AP45
HGNC:39825	biolink:Gene	MCF2L-AS1	https://purl.humanatlas.io/graph/hra-pop	MCF2L-AS1
HGNC:40283	biolink:Gene	HOXB-AS3	https://purl.humanatlas.io/graph/hra-pop	HOXB-AS3
HGNC:52503	biolink:Gene	LINC01716	https://purl.humanatlas.io/graph/hra-pop	LINC01716
ENSEMBL:ENSG00000274629.1	biolink:Gene	ENSG00000274629.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000274629.1
HGNC:28017	biolink:Gene	FAM86EP	https://purl.humanatlas.io/graph/hra-pop	FAM86EP
HGNC:4788	biolink:Gene	H4C8	https://purl.humanatlas.io/graph/hra-pop	H4C8
ENSEMBL:ENSG00000269711.1	biolink:Gene	ENSG00000269711.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000269711.1
HGNC:9812	biolink:Gene	RAD23A	https://purl.humanatlas.io/graph/hra-pop	RAD23A
HGNC:19010	biolink:Gene	ADGRG5	https://purl.humanatlas.io/graph/hra-pop	ADGRG5
HGNC:30931	biolink:Gene	ACSM2B	https://purl.humanatlas.io/graph/hra-pop	ACSM2B
HGNC:44327	biolink:Gene	LINC00907	https://purl.humanatlas.io/graph/hra-pop	LINC00907
HGNC:18861	biolink:Gene	KCNV1	https://purl.humanatlas.io/graph/hra-pop	KCNV1
HGNC:2047	biolink:Gene	CLDN5	https://purl.humanatlas.io/graph/hra-pop	CLDN5
HGNC:9454	biolink:Gene	PROM1	https://purl.humanatlas.io/graph/hra-pop	PROM1
ENSEMBL:ENSG00000237413.5	biolink:Gene	ENSG00000237413.5	https://purl.humanatlas.io/graph/hra-pop	ENSG00000237413.5
HGNC:22206	biolink:Gene	MATCAP2	https://purl.humanatlas.io/graph/hra-pop	MATCAP2
HGNC:50711	biolink:Gene	LINC01418	https://purl.humanatlas.io/graph/hra-pop	LINC01418
ENSEMBL:ENSG00000248537.1	biolink:Gene	ENSG00000248537.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000248537.1
HGNC:21695	biolink:Gene	SCIN	https://purl.humanatlas.io/graph/hra-pop	SCIN
HGNC:51213	biolink:Gene	KCNMA1-AS1	https://purl.humanatlas.io/graph/hra-pop	KCNMA1-AS1
ENSEMBL:ENSG00000261434.1	biolink:Gene	ENSG00000261434.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000261434.1
HGNC:1106	biolink:Gene	BABAM2	https://purl.humanatlas.io/graph/hra-pop	BABAM2
HGNC:2148	biolink:Gene	CNGA1	https://purl.humanatlas.io/graph/hra-pop	CNGA1
HGNC:51767	biolink:Gene	FRG1HP	https://purl.humanatlas.io/graph/hra-pop	FRG1HP
HGNC:7851	biolink:Gene	NME3	https://purl.humanatlas.io/graph/hra-pop	NME3
HGNC:15882	biolink:Gene	PCMTD2	https://purl.humanatlas.io/graph/hra-pop	PCMTD2
HGNC:5433	biolink:Gene	IFNAR2	https://purl.humanatlas.io/graph/hra-pop	IFNAR2
HGNC:18267	biolink:Gene	FMNL2	https://purl.humanatlas.io/graph/hra-pop	FMNL2
HGNC:35893	biolink:Gene	RPS3AP18	https://purl.humanatlas.io/graph/hra-pop	RPS3AP18
HGNC:20254	biolink:Gene	MGRN1	https://purl.humanatlas.io/graph/hra-pop	MGRN1
HGNC:24050	biolink:Gene	CREBRF	https://purl.humanatlas.io/graph/hra-pop	CREBRF
HGNC:31387	biolink:Gene	RPL18AP3	https://purl.humanatlas.io/graph/hra-pop	RPL18AP3
HGNC:55838	biolink:Gene	PPP1R15B-AS1	https://purl.humanatlas.io/graph/hra-pop	PPP1R15B-AS1
HGNC:6164	biolink:Gene	ITGBL1	https://purl.humanatlas.io/graph/hra-pop	ITGBL1
HGNC:55252	biolink:Gene	CCNY-AS1	https://purl.humanatlas.io/graph/hra-pop	CCNY-AS1
HGNC:27600	biolink:Gene	LINC01924	https://purl.humanatlas.io/graph/hra-pop	LINC01924
HGNC:31419	biolink:Gene	EEIG1	https://purl.humanatlas.io/graph/hra-pop	EEIG1
HGNC:32713	biolink:Gene	SNORD17	https://purl.humanatlas.io/graph/hra-pop	SNORD17
HGNC:23522	biolink:Gene	FAM171A1	https://purl.humanatlas.io/graph/hra-pop	FAM171A1
HGNC:20961	biolink:Gene	ANKS1A	https://purl.humanatlas.io/graph/hra-pop	ANKS1A
HGNC:21143	biolink:Gene	ZBTB24	https://purl.humanatlas.io/graph/hra-pop	ZBTB24
HGNC:36258	biolink:Gene	RPL21P28	https://purl.humanatlas.io/graph/hra-pop	RPL21P28
HGNC:1404	biolink:Gene	CACNB4	https://purl.humanatlas.io/graph/hra-pop	CACNB4
HGNC:24902	biolink:Gene	DEPDC1B	https://purl.humanatlas.io/graph/hra-pop	DEPDC1B
HGNC:51558	biolink:Gene	MAILR	https://purl.humanatlas.io/graph/hra-pop	MAILR
HGNC:28514	biolink:Gene	CEP112	https://purl.humanatlas.io/graph/hra-pop	CEP112
HGNC:49810	biolink:Gene	LINC01242	https://purl.humanatlas.io/graph/hra-pop	LINC01242
HGNC:12029	biolink:Gene	TRAC	https://purl.humanatlas.io/graph/hra-pop	TRAC
HGNC:13222	biolink:Gene	BCL11B	https://purl.humanatlas.io/graph/hra-pop	BCL11B
HGNC:15768	biolink:Gene	OGFR	https://purl.humanatlas.io/graph/hra-pop	OGFR
HGNC:1608	biolink:Gene	CCR7	https://purl.humanatlas.io/graph/hra-pop	CCR7
HGNC:16283	biolink:Gene	TRIM14	https://purl.humanatlas.io/graph/hra-pop	TRIM14
HGNC:16878	biolink:Gene	HELZ	https://purl.humanatlas.io/graph/hra-pop	HELZ
HGNC:1695	biolink:Gene	CD7	https://purl.humanatlas.io/graph/hra-pop	CD7
HGNC:17200	biolink:Gene	LRRN3	https://purl.humanatlas.io/graph/hra-pop	LRRN3
HGNC:17290	biolink:Gene	IL27RA	https://purl.humanatlas.io/graph/hra-pop	IL27RA
HGNC:17909	biolink:Gene	DUSP16	https://purl.humanatlas.io/graph/hra-pop	DUSP16
HGNC:18076	biolink:Gene	ARL6IP4	https://purl.humanatlas.io/graph/hra-pop	ARL6IP4
HGNC:1911	biolink:Gene	CHAF1B	https://purl.humanatlas.io/graph/hra-pop	CHAF1B
HGNC:20234	biolink:Gene	EVL	https://purl.humanatlas.io/graph/hra-pop	EVL
HGNC:23186	biolink:Gene	CLINT1	https://purl.humanatlas.io/graph/hra-pop	CLINT1
HGNC:24876	biolink:Gene	GOLGA7	https://purl.humanatlas.io/graph/hra-pop	GOLGA7
HGNC:25823	biolink:Gene	OGFOD2	https://purl.humanatlas.io/graph/hra-pop	OGFOD2
HGNC:28279	biolink:Gene	TNFAIP8L1	https://purl.humanatlas.io/graph/hra-pop	TNFAIP8L1
HGNC:28360	biolink:Gene	DDA1	https://purl.humanatlas.io/graph/hra-pop	DDA1
HGNC:30048	biolink:Gene	PIR	https://purl.humanatlas.io/graph/hra-pop	PIR
HGNC:30181	biolink:Gene	CCDC106	https://purl.humanatlas.io/graph/hra-pop	CCDC106
HGNC:30766	biolink:Gene	TRAF3IP3	https://purl.humanatlas.io/graph/hra-pop	TRAF3IP3
HGNC:30956	biolink:Gene	LINC00243	https://purl.humanatlas.io/graph/hra-pop	LINC00243
HGNC:3183	biolink:Gene	PHC2	https://purl.humanatlas.io/graph/hra-pop	PHC2
HGNC:32063	biolink:Gene	VSIG8	https://purl.humanatlas.io/graph/hra-pop	VSIG8
HGNC:35707	biolink:Gene	RPSAP17	https://purl.humanatlas.io/graph/hra-pop	RPSAP17
HGNC:36759	biolink:Gene	RPS15AP12	https://purl.humanatlas.io/graph/hra-pop	RPS15AP12
HGNC:4183	biolink:Gene	GBP2	https://purl.humanatlas.io/graph/hra-pop	GBP2
HGNC:42989	biolink:Gene	PFN1P1	https://purl.humanatlas.io/graph/hra-pop	PFN1P1
HGNC:44661	biolink:Gene	RPL17-C18orf32	https://purl.humanatlas.io/graph/hra-pop	RPL17-C18orf32
HGNC:49712	biolink:Gene	BNIP3P32	https://purl.humanatlas.io/graph/hra-pop	BNIP3P32
HGNC:55337	biolink:Gene	RSL1D1-DT	https://purl.humanatlas.io/graph/hra-pop	RSL1D1-DT
HGNC:56694	biolink:Gene	HAFML	https://purl.humanatlas.io/graph/hra-pop	HAFML
HGNC:6711	biolink:Gene	LTB	https://purl.humanatlas.io/graph/hra-pop	LTB
HGNC:681	biolink:Gene	ARHGEF1	https://purl.humanatlas.io/graph/hra-pop	ARHGEF1
HGNC:698	biolink:Gene	ARL4C	https://purl.humanatlas.io/graph/hra-pop	ARL4C
HGNC:773	biolink:Gene	ASTN1	https://purl.humanatlas.io/graph/hra-pop	ASTN1
HGNC:8022	biolink:Gene	NT5C2	https://purl.humanatlas.io/graph/hra-pop	NT5C2
HGNC:8638	biolink:Gene	KAT2B	https://purl.humanatlas.io/graph/hra-pop	KAT2B
HGNC:8882	biolink:Gene	PFN2	https://purl.humanatlas.io/graph/hra-pop	PFN2
HGNC:8979	biolink:Gene	PIK3R1	https://purl.humanatlas.io/graph/hra-pop	PIK3R1
HGNC:9956	biolink:Gene	RELB	https://purl.humanatlas.io/graph/hra-pop	RELB
ENSEMBL:ENSG00000248242.1	biolink:Gene	ENSG00000248242.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000248242.1
ENSEMBL:ENSG00000264693.1	biolink:Gene	ENSG00000264693.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000264693.1
ENSEMBL:ENSG00000287511.1	biolink:Gene	ENSG00000287511.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000287511.1
HGNC:10875	biolink:Gene	SIGLEC6	https://purl.humanatlas.io/graph/hra-pop	SIGLEC6
HGNC:11299	biolink:Gene	SRP14	https://purl.humanatlas.io/graph/hra-pop	SRP14
HGNC:11631	biolink:Gene	TCF20	https://purl.humanatlas.io/graph/hra-pop	TCF20
HGNC:11647	biolink:Gene	TCIRG1	https://purl.humanatlas.io/graph/hra-pop	TCIRG1
HGNC:1258	biolink:Gene	SETD4	https://purl.humanatlas.io/graph/hra-pop	SETD4
HGNC:15470	biolink:Gene	DNAJC8	https://purl.humanatlas.io/graph/hra-pop	DNAJC8
HGNC:16716	biolink:Gene	DHX30	https://purl.humanatlas.io/graph/hra-pop	DHX30
HGNC:18058	biolink:Gene	STARD4	https://purl.humanatlas.io/graph/hra-pop	STARD4
HGNC:19338	biolink:Gene	CDK19	https://purl.humanatlas.io/graph/hra-pop	CDK19
HGNC:20690	biolink:Gene	ZNF425	https://purl.humanatlas.io/graph/hra-pop	ZNF425
HGNC:2380	biolink:Gene	HAPLN1	https://purl.humanatlas.io/graph/hra-pop	HAPLN1
HGNC:27334	biolink:Gene	INTS6L	https://purl.humanatlas.io/graph/hra-pop	INTS6L
HGNC:28801	biolink:Gene	C11orf68	https://purl.humanatlas.io/graph/hra-pop	C11orf68
HGNC:29508	biolink:Gene	KIDINS220	https://purl.humanatlas.io/graph/hra-pop	KIDINS220
HGNC:3316	biolink:Gene	ELF1	https://purl.humanatlas.io/graph/hra-pop	ELF1
HGNC:43938	biolink:Gene	GNG12-AS1	https://purl.humanatlas.io/graph/hra-pop	GNG12-AS1
HGNC:44166	biolink:Gene	PCED1B-AS1	https://purl.humanatlas.io/graph/hra-pop	PCED1B-AS1
HGNC:4632	biolink:Gene	GSTM1	https://purl.humanatlas.io/graph/hra-pop	GSTM1
HGNC:4855	biolink:Gene	HDC	https://purl.humanatlas.io/graph/hra-pop	HDC
HGNC:48906	biolink:Gene	CASC9	https://purl.humanatlas.io/graph/hra-pop	CASC9
HGNC:48990	biolink:Gene	EPM2A-DT	https://purl.humanatlas.io/graph/hra-pop	EPM2A-DT
HGNC:6912	biolink:Gene	MATR3	https://purl.humanatlas.io/graph/hra-pop	MATR3
HGNC:7597	biolink:Gene	MYO1C	https://purl.humanatlas.io/graph/hra-pop	MYO1C
HGNC:8921	biolink:Gene	PHF3	https://purl.humanatlas.io/graph/hra-pop	PHF3
HGNC:9039	biolink:Gene	PLA2G6	https://purl.humanatlas.io/graph/hra-pop	PLA2G6
HGNC:9750	biolink:Gene	PZP	https://purl.humanatlas.io/graph/hra-pop	PZP
HGNC:9901	biolink:Gene	RBM4	https://purl.humanatlas.io/graph/hra-pop	RBM4
HGNC:9991	biolink:Gene	RGS1	https://purl.humanatlas.io/graph/hra-pop	RGS1
ENSEMBL:ENSG00000213058.3	biolink:Gene	ENSG00000213058.3	https://purl.humanatlas.io/graph/hra-pop	ENSG00000213058.3
ENSEMBL:ENSG00000262560.1	biolink:Gene	ENSG00000262560.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000262560.1
ENSEMBL:ENSG00000272354.1	biolink:Gene	ENSG00000272354.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000272354.1
ENSEMBL:ENSG00000273049.1	biolink:Gene	ENSG00000273049.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000273049.1
ENSEMBL:ENSG00000285280	biolink:Gene	ENSG00000285280	https://purl.humanatlas.io/graph/hra-pop	ENSG00000285280
ENSEMBL:ENSG00000286551.1	biolink:Gene	ENSG00000286551.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000286551.1
HGNC:10475	biolink:Gene	RUVBL2	https://purl.humanatlas.io/graph/hra-pop	RUVBL2
HGNC:10519	biolink:Gene	SACS	https://purl.humanatlas.io/graph/hra-pop	SACS
HGNC:10782	biolink:Gene	SRSF11	https://purl.humanatlas.io/graph/hra-pop	SRSF11
HGNC:10823	biolink:Gene	SH3BGRL	https://purl.humanatlas.io/graph/hra-pop	SH3BGRL
HGNC:11306	biolink:Gene	SRPK2	https://purl.humanatlas.io/graph/hra-pop	SRPK2
HGNC:11579	biolink:Gene	TBCA	https://purl.humanatlas.io/graph/hra-pop	TBCA
HGNC:12033	biolink:Gene	TRAF3	https://purl.humanatlas.io/graph/hra-pop	TRAF3
HGNC:12749	biolink:Gene	LAT2	https://purl.humanatlas.io/graph/hra-pop	LAT2
HGNC:1339	biolink:Gene	C6	https://purl.humanatlas.io/graph/hra-pop	C6
HGNC:13760	biolink:Gene	CYFIP2	https://purl.humanatlas.io/graph/hra-pop	CYFIP2
HGNC:14870	biolink:Gene	APOL6	https://purl.humanatlas.io/graph/hra-pop	APOL6
HGNC:16240	biolink:Gene	HMGB3P1	https://purl.humanatlas.io/graph/hra-pop	HMGB3P1
HGNC:17899	biolink:Gene	NKIRAS1	https://purl.humanatlas.io/graph/hra-pop	NKIRAS1
HGNC:18311	biolink:Gene	ERP44	https://purl.humanatlas.io/graph/hra-pop	ERP44
HGNC:19840	biolink:Gene	MAPK1IP1L	https://purl.humanatlas.io/graph/hra-pop	MAPK1IP1L
HGNC:20082	biolink:Gene	DDX51	https://purl.humanatlas.io/graph/hra-pop	DDX51
HGNC:20153	biolink:Gene	CHD8	https://purl.humanatlas.io/graph/hra-pop	CHD8
HGNC:20589	biolink:Gene	KCMF1	https://purl.humanatlas.io/graph/hra-pop	KCMF1
HGNC:24855	biolink:Gene	CCDC91	https://purl.humanatlas.io/graph/hra-pop	CCDC91
HGNC:2496	biolink:Gene	CTBS	https://purl.humanatlas.io/graph/hra-pop	CTBS
HGNC:25499	biolink:Gene	GPATCH2	https://purl.humanatlas.io/graph/hra-pop	GPATCH2
HGNC:25881	biolink:Gene	DNAJB14	https://purl.humanatlas.io/graph/hra-pop	DNAJB14
HGNC:26124	biolink:Gene	PARP8	https://purl.humanatlas.io/graph/hra-pop	PARP8
HGNC:2672	biolink:Gene	DAP	https://purl.humanatlas.io/graph/hra-pop	DAP
HGNC:28671	biolink:Gene	ZNF546	https://purl.humanatlas.io/graph/hra-pop	ZNF546
HGNC:28691	biolink:Gene	ELOF1	https://purl.humanatlas.io/graph/hra-pop	ELOF1
HGNC:30200	biolink:Gene	VWC2	https://purl.humanatlas.io/graph/hra-pop	VWC2
HGNC:30298	biolink:Gene	UIMC1	https://purl.humanatlas.io/graph/hra-pop	UIMC1
HGNC:32460	biolink:Gene	ZNF724	https://purl.humanatlas.io/graph/hra-pop	ZNF724
HGNC:41049	biolink:Gene	NEPRO-AS1	https://purl.humanatlas.io/graph/hra-pop	NEPRO-AS1
HGNC:43619	biolink:Gene	MGAT4D	https://purl.humanatlas.io/graph/hra-pop	MGAT4D
HGNC:44168	biolink:Gene	SH3RF3-AS1	https://purl.humanatlas.io/graph/hra-pop	SH3RF3-AS1
HGNC:51645	biolink:Gene	LINC01416	https://purl.humanatlas.io/graph/hra-pop	LINC01416
HGNC:5183	biolink:Gene	HRH2	https://purl.humanatlas.io/graph/hra-pop	HRH2
HGNC:55661	biolink:Gene	RCAN2-DT	https://purl.humanatlas.io/graph/hra-pop	RCAN2-DT
HGNC:5855	biolink:Gene	IGLC1	https://purl.humanatlas.io/graph/hra-pop	IGLC1
HGNC:7150	biolink:Gene	MLYCD	https://purl.humanatlas.io/graph/hra-pop	MLYCD
ENSEMBL:ENSG00000227482.1	biolink:Gene	ENSG00000227482.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000227482.1
ENSEMBL:ENSG00000227718.1	biolink:Gene	ENSG00000227718.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000227718.1
ENSEMBL:ENSG00000249894.1	biolink:Gene	ENSG00000249894.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000249894.1
ENSEMBL:ENSG00000285839.1	biolink:Gene	ENSG00000285839.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000285839.1
ENSEMBL:ENSG00000285947.1	biolink:Gene	ENSG00000285947.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000285947.1
ENSEMBL:ENSG00000287691.1	biolink:Gene	ENSG00000287691.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000287691.1
HGNC:10252	biolink:Gene	ROCK2	https://purl.humanatlas.io/graph/hra-pop	ROCK2
HGNC:10361	biolink:Gene	RPL5P1	https://purl.humanatlas.io/graph/hra-pop	RPL5P1
HGNC:14679	biolink:Gene	SLC38A4	https://purl.humanatlas.io/graph/hra-pop	SLC38A4
HGNC:16822	biolink:Gene	FAM193A	https://purl.humanatlas.io/graph/hra-pop	FAM193A
HGNC:18006	biolink:Gene	NISCH	https://purl.humanatlas.io/graph/hra-pop	NISCH
HGNC:19367	biolink:Gene	FAM13A	https://purl.humanatlas.io/graph/hra-pop	FAM13A
HGNC:20360	biolink:Gene	LRFN5	https://purl.humanatlas.io/graph/hra-pop	LRFN5
HGNC:22215	biolink:Gene	ANKIB1	https://purl.humanatlas.io/graph/hra-pop	ANKIB1
HGNC:24649	biolink:Gene	ETNK1	https://purl.humanatlas.io/graph/hra-pop	ETNK1
HGNC:2466	biolink:Gene	CSPG4	https://purl.humanatlas.io/graph/hra-pop	CSPG4
HGNC:25794	biolink:Gene	FAM204A	https://purl.humanatlas.io/graph/hra-pop	FAM204A
HGNC:26344	biolink:Gene	DEUP1	https://purl.humanatlas.io/graph/hra-pop	DEUP1
HGNC:2768	biolink:Gene	DEK	https://purl.humanatlas.io/graph/hra-pop	DEK
HGNC:28195	biolink:Gene	POLR2J4	https://purl.humanatlas.io/graph/hra-pop	POLR2J4
HGNC:28349	biolink:Gene	RMI2	https://purl.humanatlas.io/graph/hra-pop	RMI2
HGNC:29006	biolink:Gene	SEC16A	https://purl.humanatlas.io/graph/hra-pop	SEC16A
HGNC:29954	biolink:Gene	CASTOR3P	https://purl.humanatlas.io/graph/hra-pop	CASTOR3P
HGNC:30282	biolink:Gene	RGL3	https://purl.humanatlas.io/graph/hra-pop	RGL3
HGNC:41419	biolink:Gene	LINC01217	https://purl.humanatlas.io/graph/hra-pop	LINC01217
HGNC:50356	biolink:Gene	LINC01290	https://purl.humanatlas.io/graph/hra-pop	LINC01290
HGNC:6228	biolink:Gene	KCNAB1	https://purl.humanatlas.io/graph/hra-pop	KCNAB1
ENSEMBL:ENSG00000244055	biolink:Gene	ENSG00000244055	https://purl.humanatlas.io/graph/hra-pop	ENSG00000244055
ENSEMBL:ENSG00000265010	biolink:Gene	ENSG00000265010	https://purl.humanatlas.io/graph/hra-pop	ENSG00000265010
ENSEMBL:ENSG00000284969.1	biolink:Gene	ENSG00000284969.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000284969.1
ENSEMBL:ENSG00000287103.1	biolink:Gene	ENSG00000287103.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000287103.1
ENSEMBL:ENSG00000287277.1	biolink:Gene	ENSG00000287277.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000287277.1
HGNC:10783	biolink:Gene	SRSF2	https://purl.humanatlas.io/graph/hra-pop	SRSF2
HGNC:11827	biolink:Gene	TJP1	https://purl.humanatlas.io/graph/hra-pop	TJP1
HGNC:12446	biolink:Gene	TYRO3	https://purl.humanatlas.io/graph/hra-pop	TYRO3
HGNC:15466	biolink:Gene	WFDC1	https://purl.humanatlas.io/graph/hra-pop	WFDC1
HGNC:15674	biolink:Gene	SSBP3	https://purl.humanatlas.io/graph/hra-pop	SSBP3
HGNC:16746	biolink:Gene	MBNL2	https://purl.humanatlas.io/graph/hra-pop	MBNL2
HGNC:17973	biolink:Gene	GCNT4	https://purl.humanatlas.io/graph/hra-pop	GCNT4
HGNC:18248	biolink:Gene	ELP2	https://purl.humanatlas.io/graph/hra-pop	ELP2
HGNC:20800	biolink:Gene	SLC35D1	https://purl.humanatlas.io/graph/hra-pop	SLC35D1
HGNC:24463	biolink:Gene	UBTD2	https://purl.humanatlas.io/graph/hra-pop	UBTD2
HGNC:25057	biolink:Gene	FAM89A	https://purl.humanatlas.io/graph/hra-pop	FAM89A
HGNC:2553	biolink:Gene	CUL3	https://purl.humanatlas.io/graph/hra-pop	CUL3
HGNC:25788	biolink:Gene	ARMH3	https://purl.humanatlas.io/graph/hra-pop	ARMH3
HGNC:26066	biolink:Gene	TUG1	https://purl.humanatlas.io/graph/hra-pop	TUG1
HGNC:2675	biolink:Gene	DAPK2	https://purl.humanatlas.io/graph/hra-pop	DAPK2
HGNC:26827	biolink:Gene	MPV17L	https://purl.humanatlas.io/graph/hra-pop	MPV17L
HGNC:28966	biolink:Gene	VGLL4	https://purl.humanatlas.io/graph/hra-pop	VGLL4
HGNC:43805	biolink:Gene	H3P14	https://purl.humanatlas.io/graph/hra-pop	H3P14
HGNC:51305	biolink:Gene	ZNF528-AS1	https://purl.humanatlas.io/graph/hra-pop	ZNF528-AS1
HGNC:55336	biolink:Gene	KPNB1-DT	https://purl.humanatlas.io/graph/hra-pop	KPNB1-DT
HGNC:56183	biolink:Gene	KMT2CP5	https://purl.humanatlas.io/graph/hra-pop	KMT2CP5
HGNC:7883	biolink:Gene	NOTCH3	https://purl.humanatlas.io/graph/hra-pop	NOTCH3
HGNC:9262	biolink:Gene	PPIL3	https://purl.humanatlas.io/graph/hra-pop	PPIL3
HGNC:9349	biolink:Gene	PRDM5	https://purl.humanatlas.io/graph/hra-pop	PRDM5
HGNC:9357	biolink:Gene	PRELP	https://purl.humanatlas.io/graph/hra-pop	PRELP
ENSEMBL:ENSG00000254192.1	biolink:Gene	ENSG00000254192.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000254192.1
ENSEMBL:ENSG00000256150.2	biolink:Gene	ENSG00000256150.2	https://purl.humanatlas.io/graph/hra-pop	ENSG00000256150.2
ENSEMBL:ENSG00000275443.2	biolink:Gene	ENSG00000275443.2	https://purl.humanatlas.io/graph/hra-pop	ENSG00000275443.2
ENSEMBL:ENSG00000279738.1	biolink:Gene	ENSG00000279738.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000279738.1
ENSEMBL:ENSG00000287299.1	biolink:Gene	ENSG00000287299.1	https://purl.humanatlas.io/graph/hra-pop	ENSG00000287299.1
HGNC:10256	biolink:Gene	ROR1	https://purl.humanatlas.io/graph/hra-pop	ROR1
HGNC:13285	biolink:Gene	FIGN	https://purl.humanatlas.io/graph/hra-pop	FIGN
HGNC:13464	biolink:Gene	SERINC1	https://purl.humanatlas.io/graph/hra-pop	SERINC1
HGNC:13992	biolink:Gene	PDLIM2	https://purl.humanatlas.io/graph/hra-pop	PDLIM2
HGNC:14366	biolink:Gene	MMP28	https://purl.humanatlas.io/graph/hra-pop	MMP28
HGNC:14456	biolink:Gene	H2AJ	https://purl.humanatlas.io/graph/hra-pop	H2AJ
HGNC:14626	biolink:Gene	CDCA5	https://purl.humanatlas.io/graph/hra-pop	CDCA5
HGNC:17111	biolink:Gene	ADAMTS19	https://purl.humanatlas.io/graph/hra-pop	ADAMTS19
HGNC:17211	biolink:Gene	DHX38	https://purl.humanatlas.io/graph/hra-pop	DHX38
HGNC:17443	biolink:Gene	TBRG4	https://purl.humanatlas.io/graph/hra-pop	TBRG4
HGNC:19285	biolink:Gene	SCYL3	https://purl.humanatlas.io/graph/hra-pop	SCYL3
HGNC:19819	biolink:Gene	EPB41L5	https://purl.humanatlas.io/graph/hra-pop	EPB41L5
HGNC:21406	biolink:Gene	RARS2	https://purl.humanatlas.io/graph/hra-pop	RARS2
